gene_id	SRR384980	SRR384978	SRR384982	SRR384979	SRR384981	SRR384977
ENSMUSG00000047667	0	0	0	0	0	0
ENSMUSG00000047669	26	11	24	92	30	12
ENSMUSG00000047671	0	1	1	1	0	0
ENSMUSG00000047674	0	0	0	0	0	0
ENSMUSG00000047675	6726	11988	11557	30559	11410	7790
ENSMUSG00000047676	571	1223	1229	1644	881	669
ENSMUSG00000047678	0	0	0	0	0	0
ENSMUSG00000047686	20	17	35	39	47	9
ENSMUSG00000047692	0	0	0	0	0	0
ENSMUSG00000047694	356	180	428	843	441	252
ENSMUSG00000047696	0	0	0	0	0	0
ENSMUSG00000047702	1	1	0	0	0	0
ENSMUSG00000047710	491	246	586	1481	792	383
ENSMUSG00000047712	4	3	9	23	3	2
ENSMUSG00000047714	457	261	433	1237	677	307
ENSMUSG00000047716	0	0	0	0	0	0
ENSMUSG00000047719	275	160	286	741	512	187
ENSMUSG00000047720	0	1	0	1	0	1
ENSMUSG00000047721	646	1297	1257	3056	1015	959
ENSMUSG00000047728	32	12	26	77	38	7
ENSMUSG00000047730	0	0	0	2	0	0
ENSMUSG00000047731	852	372	930	2110	1370	378
ENSMUSG00000047733	0	0	0	0	2	0
ENSMUSG00000047735	104	21	112	113	130	39
ENSMUSG00000047746	2	0	2	5	4	0
ENSMUSG00000047747	10	5	10	51	14	7
ENSMUSG00000047749	193	73	230	551	303	144
ENSMUSG00000047751	0	0	0	0	1	0
ENSMUSG00000047757	133	96	154	286	202	125
ENSMUSG00000047759	4	1	7	11	2	0
ENSMUSG00000047766	25	19	27	59	42	17
ENSMUSG00000047767	112	35	92	101	131	38
ENSMUSG00000047773	0	0	0	0	0	0
ENSMUSG00000047777	108	105	105	480	147	101
ENSMUSG00000047786	0	0	0	2	3	1
ENSMUSG00000047787	1	2	3	2	0	0
ENSMUSG00000047789	580	180	340	807	710	236
ENSMUSG00000047793	9	4	8	35	30	2
ENSMUSG00000047794	0	0	0	0	0	0
ENSMUSG00000047797	192	159	251	1382	346	187
ENSMUSG00000047798	75	30	45	97	73	22
ENSMUSG00000047799	0	0	0	0	0	0
ENSMUSG00000047804	306	138	266	636	456	178
ENSMUSG00000047807	0	0	0	0	0	0
ENSMUSG00000047810	274	65	249	440	406	74
ENSMUSG00000047819	0	0	0	0	0	0
ENSMUSG00000047821	12	3	19	20	14	5
ENSMUSG00000047822	57	94	116	217	119	44
ENSMUSG00000047824	658	391	782	1402	991	385
ENSMUSG00000047828	0	0	0	0	0	0
ENSMUSG00000047832	858	695	674	3019	1425	997
ENSMUSG00000047841	0	1	0	4	0	0
ENSMUSG00000047842	17	16	28	22	11	9
ENSMUSG00000047843	120	82	149	253	151	59
ENSMUSG00000047844	432	465	777	1590	573	390
ENSMUSG00000047854	0	0	0	1	0	0
ENSMUSG00000047861	0	0	0	0	0	0
ENSMUSG00000047866	781	236	847	1006	1191	357
ENSMUSG00000047867	140	136	412	261	175	64
ENSMUSG00000047868	0	0	0	0	0	0
ENSMUSG00000047875	7	14	10	31	15	8
ENSMUSG00000047878	1	0	1	0	4	1
ENSMUSG00000047879	1815	1130	1719	3413	2738	1512
ENSMUSG00000047880	2	0	2	5	4	0
ENSMUSG00000047881	94	68	136	481	134	86
ENSMUSG00000047884	0	0	0	0	0	0
ENSMUSG00000047888	1619	522	1629	4139	2911	821
ENSMUSG00000047889	0	0	0	0	0	0
ENSMUSG00000047894	0	0	0	0	0	0
ENSMUSG00000047897	0	0	0	0	0	1
ENSMUSG00000047898	0	0	0	1	0	1
ENSMUSG00000047904	13	8	15	65	24	13
ENSMUSG00000047905	431	569	638	1846	678	513
ENSMUSG00000047907	15	7	14	30	17	6
ENSMUSG00000047909	421	101	314	672	625	129
ENSMUSG00000047910	1	0	1	4	3	0
ENSMUSG00000047911	7	11	8	23	17	3
ENSMUSG00000047921	462	187	518	788	765	178
ENSMUSG00000047935	1	0	0	0	0	0
ENSMUSG00000047938	1	0	1	0	0	0
ENSMUSG00000047940	0	0	0	0	0	0
ENSMUSG00000047945	495	415	1043	1010	581	302
ENSMUSG00000047953	716	296	1080	669	838	155
ENSMUSG00000047959	1	0	7	10	5	0
ENSMUSG00000047960	0	0	0	0	0	0
ENSMUSG00000047963	57	32	101	132	80	38
ENSMUSG00000047965	64	73	67	140	67	38
ENSMUSG00000047969	0	0	0	0	0	0
ENSMUSG00000047976	0	0	0	0	0	0
ENSMUSG00000047977	0	0	0	0	0	0
ENSMUSG00000047980	0	0	0	0	0	0
ENSMUSG00000047986	5	2	1	14	9	3
ENSMUSG00000047988	10	3	9	15	13	3
ENSMUSG00000047989	544	411	637	1106	717	420
ENSMUSG00000047990	328	137	480	350	646	113
ENSMUSG00000047992	0	0	0	0	0	0
ENSMUSG00000047995	0	0	0	0	0	0
ENSMUSG00000047996	26	17	41	52	27	16
ENSMUSG00000048000	686	330	774	2135	1247	485
ENSMUSG00000048001	0	0	0	0	0	0
ENSMUSG00000048003	1	0	0	0	0	0
ENSMUSG00000048004	0	0	0	0	0	0
ENSMUSG00000048007	84	111	133	341	127	140
ENSMUSG00000048012	41	22	30	65	61	27
ENSMUSG00000048013	0	0	0	0	0	0
ENSMUSG00000048015	0	0	0	0	0	0
ENSMUSG00000048022	4	3	1	17	3	4
ENSMUSG00000048027	19	12	27	48	34	9
ENSMUSG00000048029	1	2	3	6	2	1
ENSMUSG00000048031	0	0	0	0	0	0
ENSMUSG00000048038	10	2	5	5	9	0
ENSMUSG00000048039	653	352	643	1382	991	430
ENSMUSG00000048040	65	45	97	132	83	46
ENSMUSG00000048047	145	27	153	302	168	83
ENSMUSG00000048058	42	14	45	85	46	22
ENSMUSG00000048062	0	0	0	0	0	0
ENSMUSG00000048065	3	1	4	3	2	1
ENSMUSG00000048067	0	0	0	0	0	0
ENSMUSG00000048070	1	0	0	0	0	0
ENSMUSG00000048076	2511	1320	2954	6640	4112	1764
ENSMUSG00000048077	1	0	0	0	1	0
ENSMUSG00000048078	9	1	13	33	16	2
ENSMUSG00000048080	0	0	0	0	0	0
ENSMUSG00000048087	288	183	318	1040	493	307
ENSMUSG00000048096	3	1	3	1	5	0
ENSMUSG00000048100	150	105	206	236	194	126
ENSMUSG00000048101	0	0	0	0	0	0
ENSMUSG00000048106	108	60	127	280	186	68
ENSMUSG00000048108	0	0	0	0	0	0
ENSMUSG00000048109	251	319	408	1176	481	406
ENSMUSG00000048118	293	157	306	1136	499	254
ENSMUSG00000048120	72	56	92	211	112	67
ENSMUSG00000048126	190	34	262	292	287	62
ENSMUSG00000048138	3	3	5	14	5	6
ENSMUSG00000048142	36	8	23	56	46	7
ENSMUSG00000048148	1	0	0	0	0	1
ENSMUSG00000048153	1	0	0	0	0	0
ENSMUSG00000048154	1270	524	1235	3842	2499	602
ENSMUSG00000048155	0	0	0	0	0	0
ENSMUSG00000048163	165	76	139	309	186	81
ENSMUSG00000048164	6	1	5	1	5	5
ENSMUSG00000048170	540	403	619	1467	883	504
ENSMUSG00000048173	0	0	0	0	0	0
ENSMUSG00000048174	90	51	81	154	100	59
ENSMUSG00000048175	420	155	456	630	655	250
ENSMUSG00000048185	1	1	0	1	1	0
ENSMUSG00000048186	10	9	12	37	10	12
ENSMUSG00000048188	0	0	0	5	1	0
ENSMUSG00000048191	276	108	190	1075	539	200
ENSMUSG00000048197	0	0	0	0	0	0
ENSMUSG00000048200	27	25	52	51	27	10
ENSMUSG00000048206	0	0	0	0	1	0
ENSMUSG00000048215	0	1	0	0	1	0
ENSMUSG00000048216	2	0	3	4	3	0
ENSMUSG00000048217	24	27	39	146	48	45
ENSMUSG00000048218	26	23	42	35	29	9
ENSMUSG00000048222	54	61	81	74	77	48
ENSMUSG00000048226	0	0	0	0	0	0
ENSMUSG00000048230	0	1	0	0	0	0
ENSMUSG00000048231	0	0	0	0	0	0
ENSMUSG00000048232	95	86	88	722	204	123
ENSMUSG00000048234	259	48	233	711	415	115
ENSMUSG00000048236	0	0	0	0	0	0
ENSMUSG00000048240	24	4	20	24	37	9
ENSMUSG00000048249	353	68	412	208	394	78
ENSMUSG00000048251	0	1	4	6	4	0
ENSMUSG00000048261	0	0	0	0	0	0
ENSMUSG00000048264	23	16	31	96	38	25
ENSMUSG00000048271	932	471	951	2812	1530	575
ENSMUSG00000048277	1121	613	984	2034	1638	638
ENSMUSG00000048279	145	81	148	833	196	199
ENSMUSG00000048280	83	16	70	103	86	33
ENSMUSG00000048281	3	2	3	2	0	2
ENSMUSG00000048284	0	0	0	0	0	0
ENSMUSG00000048285	58	24	91	137	87	31
ENSMUSG00000048292	0	0	0	0	0	0
ENSMUSG00000048294	0	0	0	0	0	0
ENSMUSG00000048299	0	0	0	0	0	0
ENSMUSG00000048304	0	0	0	0	0	0
ENSMUSG00000048307	302	179	330	620	412	185
ENSMUSG00000048310	403	124	360	822	730	186
ENSMUSG00000048312	0	0	0	0	0	0
ENSMUSG00000048316	0	0	0	0	0	0
ENSMUSG00000048327	550	342	483	1751	1013	633
ENSMUSG00000048329	4	2	3	2	0	1
ENSMUSG00000048330	12	2	11	17	10	2
ENSMUSG00000048332	24	12	31	60	54	9
ENSMUSG00000048334	0	0	0	0	0	0
ENSMUSG00000048337	0	0	0	3	0	0
ENSMUSG00000048347	3	0	2	4	3	0
ENSMUSG00000048349	1	1	0	4	8	1
ENSMUSG00000048351	152	138	175	516	229	165
ENSMUSG00000048355	48	24	55	116	68	21
ENSMUSG00000048356	0	0	0	0	0	0
ENSMUSG00000048368	3	3	11	5	4	1
ENSMUSG00000048371	197	68	223	307	247	83
ENSMUSG00000048373	5	0	1	4	0	1
ENSMUSG00000048376	950	218	1186	1025	1124	209
ENSMUSG00000048377	0	0	0	0	1	0
ENSMUSG00000048378	0	0	1	0	0	0
ENSMUSG00000048379	463	288	615	1364	558	478
ENSMUSG00000048385	0	0	0	0	0	1
ENSMUSG00000048387	1	1	3	2	7	0
ENSMUSG00000048388	6	1	6	7	15	1
ENSMUSG00000048391	0	0	0	0	0	0
ENSMUSG00000048398	0	0	0	0	0	0
ENSMUSG00000048399	0	0	0	0	0	0
ENSMUSG00000048400	0	0	0	0	0	0
ENSMUSG00000048402	15	3	9	11	23	1
ENSMUSG00000048406	30	23	46	150	58	21
ENSMUSG00000048410	106	67	127	339	220	78
ENSMUSG00000048411	0	0	0	0	0	0
ENSMUSG00000048416	41	36	26	51	21	26
ENSMUSG00000048424	3	0	1	4	1	1
ENSMUSG00000048425	0	0	0	0	0	0
ENSMUSG00000048429	781	418	760	2015	1237	583
ENSMUSG00000048439	145	52	115	255	215	71
ENSMUSG00000048440	41	22	43	149	54	14
ENSMUSG00000048442	25	75	60	164	35	77
ENSMUSG00000048445	60	25	63	187	133	45
ENSMUSG00000048450	0	0	0	0	1	0
ENSMUSG00000048455	0	0	0	0	0	0
ENSMUSG00000048456	0	0	0	0	0	0
ENSMUSG00000048458	95	27	61	117	125	44
ENSMUSG00000048469	0	0	0	0	0	0
ENSMUSG00000048473	13	2	4	3	12	2
ENSMUSG00000048478	13	2	7	10	23	1
ENSMUSG00000048480	2	0	2	0	0	1
ENSMUSG00000048481	10	10	18	12	16	4
ENSMUSG00000048482	0	0	0	1	5	0
ENSMUSG00000048483	0	0	0	0	0	0
ENSMUSG00000048484	0	2	0	8	1	0
ENSMUSG00000048485	71	12	91	29	64	1
ENSMUSG00000048486	149	100	126	388	214	102
ENSMUSG00000048489	64	72	310	62	73	38
ENSMUSG00000048490	308	231	275	1072	430	320
ENSMUSG00000048495	133	75	134	179	138	81
ENSMUSG00000048497	107	87	160	259	140	81
ENSMUSG00000048498	4	3	1	7	2	0
ENSMUSG00000048500	0	0	0	0	0	0
ENSMUSG00000048501	0	0	0	0	0	0
ENSMUSG00000048502	0	0	0	0	0	0
ENSMUSG00000048503	13	3	11	36	17	5
ENSMUSG00000048516	0	0	0	0	0	0
ENSMUSG00000048520	8	1	9	6	7	1
ENSMUSG00000048521	1	0	1	1	2	0
ENSMUSG00000048528	0	0	0	1	0	0
ENSMUSG00000048534	10	2	6	9	6	1
ENSMUSG00000048537	88	40	180	253	129	26
ENSMUSG00000048538	3	0	1	10	4	2
ENSMUSG00000048540	0	0	0	0	0	0
ENSMUSG00000048546	235	97	241	887	510	153
ENSMUSG00000048550	67	17	44	50	48	27
ENSMUSG00000048559	0	0	0	0	0	0
ENSMUSG00000048562	0	0	0	0	0	0
ENSMUSG00000048572	8	3	2	10	6	2
ENSMUSG00000048573	0	0	0	0	0	0
ENSMUSG00000048574	29	9	8	50	45	20
ENSMUSG00000048578	2664	1081	3030	6465	4307	1173
ENSMUSG00000048581	28	10	29	52	37	19
ENSMUSG00000048582	0	0	0	0	0	0
ENSMUSG00000048583	98	22	210	1437	292	60
ENSMUSG00000048592	0	0	0	0	0	0
ENSMUSG00000048600	1	0	0	0	0	0
ENSMUSG00000048602	0	0	0	0	0	0
ENSMUSG00000048603	9	13	25	43	26	7
ENSMUSG00000048612	31	6	32	66	28	10
ENSMUSG00000048616	0	0	0	1	3	0
ENSMUSG00000048617	2	0	3	5	4	1
ENSMUSG00000048620	0	0	0	0	0	0
ENSMUSG00000048621	2	5	6	4	2	1
ENSMUSG00000048626	0	0	0	0	2	0
ENSMUSG00000048628	0	0	0	0	0	0
ENSMUSG00000048636	0	0	0	1	0	1
ENSMUSG00000048643	0	0	0	0	0	0
ENSMUSG00000048644	63	33	54	97	61	18
ENSMUSG00000048647	9	6	12	22	6	4
ENSMUSG00000048652	0	1	0	1	0	1
ENSMUSG00000048655	1	0	0	1	0	0
ENSMUSG00000048661	402	133	372	665	526	224
ENSMUSG00000048668	477	220	419	1226	783	375
ENSMUSG00000048677	72	16	51	158	127	35
ENSMUSG00000048686	0	0	0	0	0	0
ENSMUSG00000048693	0	0	0	0	0	0
ENSMUSG00000048696	32	11	50	207	88	29
ENSMUSG00000048697	0	0	0	0	0	0
ENSMUSG00000048699	0	0	0	0	0	0
ENSMUSG00000048701	996	700	1017	2431	1748	624
ENSMUSG00000048703	0	0	0	0	0	0
ENSMUSG00000048706	20	11	30	71	18	21
ENSMUSG00000048707	92	99	102	381	123	88
ENSMUSG00000048709	16	4	13	65	27	14
ENSMUSG00000048720	191	39	135	281	346	90
ENSMUSG00000048721	9	2	10	11	22	3
ENSMUSG00000048728	6	1	8	8	5	2
ENSMUSG00000048731	9	10	11	15	14	5
ENSMUSG00000048732	31	10	29	111	76	22
ENSMUSG00000048745	0	0	0	0	0	0
ENSMUSG00000048747	0	0	0	0	0	0
ENSMUSG00000048752	59	76	47	58	62	53
ENSMUSG00000048755	317	222	329	905	444	250
ENSMUSG00000048756	2906	1807	2327	7332	4513	2026
ENSMUSG00000048758	44	60	34	114	56	43
ENSMUSG00000048763	2	0	1	6	0	1
ENSMUSG00000048764	0	0	0	0	0	0
ENSMUSG00000048766	0	0	0	0	0	0
ENSMUSG00000048772	19	11	20	41	24	7
ENSMUSG00000048775	0	0	0	0	0	0
ENSMUSG00000048776	0	0	0	0	1	0
ENSMUSG00000048779	41	34	38	118	46	29
ENSMUSG00000048782	17	40	44	89	25	38
ENSMUSG00000048787	108	22	130	139	151	40
ENSMUSG00000048794	6	1	4	3	5	2
ENSMUSG00000048796	111	43	101	243	204	60
ENSMUSG00000048799	481	205	559	1137	972	298
ENSMUSG00000048806	0	0	0	0	0	0
ENSMUSG00000048807	17	5	16	31	15	6
ENSMUSG00000048810	0	0	0	0	0	0
ENSMUSG00000048814	1	1	1	3	5	0
ENSMUSG00000048824	0	0	0	0	0	1
ENSMUSG00000048826	12	9	16	79	40	15
ENSMUSG00000048827	67	23	64	83	68	17
ENSMUSG00000048830	0	0	0	0	0	0
ENSMUSG00000048832	328	179	304	613	449	127
ENSMUSG00000048833	407	179	442	767	613	270
ENSMUSG00000048834	0	0	0	0	0	0
ENSMUSG00000048852	1	0	1	2	2	0
ENSMUSG00000048856	54	34	53	133	77	40
ENSMUSG00000048865	393	103	322	648	669	113
ENSMUSG00000048874	793	571	1301	2884	1603	643
ENSMUSG00000048875	0	0	0	0	0	0
ENSMUSG00000048878	536	582	873	2302	1006	672
ENSMUSG00000048895	29	15	20	79	52	17
ENSMUSG00000048897	233	92	281	646	351	100
ENSMUSG00000048899	0	1	0	0	2	0
ENSMUSG00000048904	0	0	0	0	0	0
ENSMUSG00000048905	2	2	1	8	7	1
ENSMUSG00000048911	10	3	22	19	24	4
ENSMUSG00000048915	29	14	33	84	42	7
ENSMUSG00000048916	2	0	0	1	0	0
ENSMUSG00000048919	0	0	0	0	0	0
ENSMUSG00000048920	327	80	262	783	587	180
ENSMUSG00000048921	48	33	30	145	68	59
ENSMUSG00000048922	541	321	526	1653	913	483
ENSMUSG00000048924	87	37	85	195	122	42
ENSMUSG00000048930	349	231	383	891	745	263
ENSMUSG00000048933	0	0	0	0	0	0
ENSMUSG00000048938	151	39	71	178	146	13
ENSMUSG00000048939	0	0	0	0	0	0
ENSMUSG00000048949	77	35	60	82	88	42
ENSMUSG00000048960	26	12	46	34	13	11
ENSMUSG00000048965	9	3	15	23	19	4
ENSMUSG00000048967	6	4	13	25	13	6
ENSMUSG00000048970	161	70	146	272	181	107
ENSMUSG00000048978	0	0	0	0	0	0
ENSMUSG00000048981	0	0	0	0	0	0
ENSMUSG00000048982	0	0	0	0	0	0
ENSMUSG00000048988	0	0	1	0	0	3
ENSMUSG00000048992	0	0	0	0	0	0
ENSMUSG00000048994	0	0	0	1	0	0
ENSMUSG00000048996	0	0	2	0	0	0
ENSMUSG00000048997	79	27	79	180	132	35
ENSMUSG00000049001	5	1	3	2	3	0
ENSMUSG00000049008	0	0	0	0	0	0
ENSMUSG00000049010	0	0	0	0	0	0
ENSMUSG00000049011	0	0	0	0	0	0
ENSMUSG00000049013	5	0	1	6	6	0
ENSMUSG00000049015	0	0	0	0	0	0
ENSMUSG00000049018	0	0	0	0	0	0
ENSMUSG00000049028	0	0	0	0	0	0
ENSMUSG00000049036	14	4	9	14	9	5
ENSMUSG00000049037	42	41	45	56	38	31
ENSMUSG00000049038	102	33	95	105	83	62
ENSMUSG00000049041	0	0	0	0	0	0
ENSMUSG00000049044	25	4	34	80	31	10
ENSMUSG00000049047	134	25	160	169	237	48
ENSMUSG00000049052	0	0	0	0	0	0
ENSMUSG00000049057	0	0	0	0	0	0
ENSMUSG00000049062	0	0	0	0	0	0
ENSMUSG00000049073	0	0	0	0	0	0
ENSMUSG00000049076	309	115	368	758	439	215
ENSMUSG00000049086	28	15	28	45	29	6
ENSMUSG00000049090	311	142	481	712	526	203
ENSMUSG00000049091	825	737	1087	2177	1213	630
ENSMUSG00000049092	14	1	10	8	17	2
ENSMUSG00000049093	0	0	0	0	0	1
ENSMUSG00000049094	0	0	0	0	0	0
ENSMUSG00000049097	2	3	3	2	4	0
ENSMUSG00000049098	0	0	0	0	0	0
ENSMUSG00000049100	0	0	0	2	0	0
ENSMUSG00000049103	200	49	146	220	249	44
ENSMUSG00000049106	313	138	392	570	535	123
ENSMUSG00000049107	1	1	3	7	3	1
ENSMUSG00000049109	0	0	2	1	0	0
ENSMUSG00000049112	0	0	1	4	4	0
ENSMUSG00000049115	66	21	40	164	62	23
ENSMUSG00000049119	11	13	29	14	11	10
ENSMUSG00000049122	0	1	0	2	0	0
ENSMUSG00000049123	4	1	2	2	3	1
ENSMUSG00000049124	186	199	191	377	240	196
ENSMUSG00000049128	0	0	2	1	3	0
ENSMUSG00000049130	86	7	66	98	71	7
ENSMUSG00000049133	0	0	0	0	0	0
ENSMUSG00000049134	5	2	1	23	11	4
ENSMUSG00000049148	0	0	0	0	0	0
ENSMUSG00000049149	0	0	0	0	0	0
ENSMUSG00000049152	0	1	0	8	1	3
ENSMUSG00000049154	0	0	0	0	0	0
ENSMUSG00000049160	0	0	0	0	0	0
ENSMUSG00000049164	123	29	156	278	180	84
ENSMUSG00000049168	0	0	0	0	0	0
ENSMUSG00000049173	0	0	1	0	0	0
ENSMUSG00000049176	1	0	0	0	1	0
ENSMUSG00000049184	83	50	105	146	100	69
ENSMUSG00000049191	17	5	8	36	37	9
ENSMUSG00000049202	0	0	0	0	0	0
ENSMUSG00000049214	0	0	0	0	0	0
ENSMUSG00000049217	0	0	0	0	0	0
ENSMUSG00000049225	49	20	58	132	67	31
ENSMUSG00000049229	0	0	0	0	0	0
ENSMUSG00000049230	1	5	7	32	5	2
ENSMUSG00000049231	0	2	0	3	0	1
ENSMUSG00000049232	122	82	168	192	185	90
ENSMUSG00000049233	2	6	2	9	5	5
ENSMUSG00000049235	5	11	4	68	8	7
ENSMUSG00000049241	2	3	1	5	3	0
ENSMUSG00000049246	5	2	8	15	7	1
ENSMUSG00000049249	0	1	0	1	0	0
ENSMUSG00000049252	0	0	0	0	0	0
ENSMUSG00000049265	2	1	2	3	1	0
ENSMUSG00000049280	0	0	0	0	0	0
ENSMUSG00000049281	0	2	0	0	10	0
ENSMUSG00000049285	42	32	49	125	55	41
ENSMUSG00000049287	382	381	360	1686	779	470
ENSMUSG00000049288	82	53	146	210	134	34
ENSMUSG00000049291	0	0	1	1	0	0
ENSMUSG00000049295	255	107	275	528	389	99
ENSMUSG00000049299	717	601	854	1505	923	537
ENSMUSG00000049300	132	95	131	205	151	71
ENSMUSG00000049303	4	0	3	15	6	1
ENSMUSG00000049305	380	244	462	898	688	244
ENSMUSG00000049307	11	8	17	25	27	12
ENSMUSG00000049313	158	31	97	192	192	25
ENSMUSG00000049314	2	0	0	2	1	0
ENSMUSG00000049315	0	0	0	0	0	0
ENSMUSG00000049321	51	25	44	64	57	35
ENSMUSG00000049323	271	160	364	936	548	273
ENSMUSG00000049327	1202	1051	1131	6121	2031	1279
ENSMUSG00000049334	0	0	0	0	0	0
ENSMUSG00000049336	0	0	0	1	2	0
ENSMUSG00000049339	4366	1303	3720	5230	7032	1415
ENSMUSG00000049349	0	0	0	0	0	0
ENSMUSG00000049350	0	0	0	0	2	1
ENSMUSG00000049353	1	1	2	1	2	0
ENSMUSG00000049354	1842	560	1585	3192	3038	797
ENSMUSG00000049357	6	5	4	22	11	9
ENSMUSG00000049362	0	0	0	0	1	0
ENSMUSG00000049372	0	0	0	0	0	0
ENSMUSG00000049382	241	185	513	946	387	245
ENSMUSG00000049387	0	0	0	0	0	0
ENSMUSG00000049396	0	2	2	5	3	2
ENSMUSG00000049401	740	443	946	1647	1193	510
ENSMUSG00000049404	10	4	33	74	24	10
ENSMUSG00000049409	218	39	182	448	512	143
ENSMUSG00000049410	1	0	0	2	0	0
ENSMUSG00000049411	51	11	35	59	56	13
ENSMUSG00000049414	0	2	1	0	1	1
ENSMUSG00000049420	0	2	1	7	4	0
ENSMUSG00000049421	238	102	305	234	317	104
ENSMUSG00000049422	129	373	191	710	190	265
ENSMUSG00000049427	0	0	0	0	0	0
ENSMUSG00000049436	15	9	16	21	18	4
ENSMUSG00000049439	187	97	227	694	294	178
ENSMUSG00000049456	0	0	0	0	0	0
ENSMUSG00000049460	0	0	0	2	0	0
ENSMUSG00000049470	481	122	552	587	605	181
ENSMUSG00000049476	0	0	1	0	0	0
ENSMUSG00000049477	5	2	9	9	18	7
ENSMUSG00000049482	270	227	312	727	393	180
ENSMUSG00000049488	29	7	51	79	58	18
ENSMUSG00000049489	364	224	453	733	495	219
ENSMUSG00000049491	0	0	1	0	0	0
ENSMUSG00000049493	170	84	377	387	261	75
ENSMUSG00000049498	0	0	0	0	0	0
ENSMUSG00000049502	152	45	125	247	204	78
ENSMUSG00000049504	333	134	322	777	568	145
ENSMUSG00000049506	0	0	0	0	0	0
ENSMUSG00000049511	1	0	0	1	0	0
ENSMUSG00000049515	2	1	2	2	4	0
ENSMUSG00000049516	963	238	992	1237	1687	336
ENSMUSG00000049517	3895	4989	6504	18053	5417	4209
ENSMUSG00000049521	79	36	165	158	104	26
ENSMUSG00000049526	2	2	1	2	1	0
ENSMUSG00000049528	0	0	0	0	1	0
ENSMUSG00000049530	0	0	0	0	0	0
ENSMUSG00000049532	36	24	81	63	70	12
ENSMUSG00000049536	5	6	14	24	14	8
ENSMUSG00000049537	0	0	0	0	0	0
ENSMUSG00000049538	6	2	4	17	7	1
ENSMUSG00000049539	14	34	10	45	20	10
ENSMUSG00000049548	0	0	0	0	0	0
ENSMUSG00000049550	323	157	365	1030	510	220
ENSMUSG00000049551	10	0	6	17	10	1
ENSMUSG00000049553	526	366	645	2111	1151	436
ENSMUSG00000049555	13	5	16	33	20	5
ENSMUSG00000049556	4	1	5	21	9	1
ENSMUSG00000049560	0	0	0	0	1	0
ENSMUSG00000049561	0	0	0	0	0	0
ENSMUSG00000049562	62	33	67	155	104	32
ENSMUSG00000049565	3	9	1	61	3	16
ENSMUSG00000049571	0	0	0	0	3	1
ENSMUSG00000049573	0	0	0	0	0	0
ENSMUSG00000049576	0	0	0	1	3	1
ENSMUSG00000049577	3709	2198	4009	13665	8655	2845
ENSMUSG00000049580	24	16	20	83	39	15
ENSMUSG00000049583	0	0	0	0	0	0
ENSMUSG00000049588	13	5	11	24	16	11
ENSMUSG00000049593	0	0	0	0	0	0
ENSMUSG00000049598	0	0	0	0	0	0
ENSMUSG00000049600	308	158	289	742	516	207
ENSMUSG00000049604	0	0	0	0	0	0
ENSMUSG00000049605	0	0	0	1	0	0
ENSMUSG00000049606	225	142	294	837	416	216
ENSMUSG00000049608	2	0	4	7	3	2
ENSMUSG00000049612	5	2	7	4	6	1
ENSMUSG00000049618	0	0	0	0	0	0
ENSMUSG00000049620	3	0	1	3	1	1
ENSMUSG00000049624	146	44	131	304	186	52
ENSMUSG00000049625	228	77	235	316	216	70
ENSMUSG00000049630	0	0	0	2	1	0
ENSMUSG00000049641	1	0	0	0	2	0
ENSMUSG00000049643	298	357	294	1294	500	355
ENSMUSG00000049648	0	0	0	0	0	0
ENSMUSG00000049649	0	0	0	2	3	0
ENSMUSG00000049653	0	1	0	0	3	0
ENSMUSG00000049657	184	95	198	424	248	102
ENSMUSG00000049658	333	211	424	933	565	310
ENSMUSG00000049659	760	423	949	1294	992	559
ENSMUSG00000049670	47	12	44	75	72	20
ENSMUSG00000049672	133	51	129	608	284	106
ENSMUSG00000049674	0	0	0	0	0	0
ENSMUSG00000049676	20	1	20	14	19	2
ENSMUSG00000049680	268	152	282	526	431	192
ENSMUSG00000049685	0	0	0	0	0	0
ENSMUSG00000049686	157	162	177	309	184	73
ENSMUSG00000049687	787	650	754	3404	1293	985
ENSMUSG00000049690	9	2	9	17	13	3
ENSMUSG00000049691	0	0	0	0	0	0
ENSMUSG00000049692	0	0	0	0	0	0
ENSMUSG00000049694	0	0	0	3	0	0
ENSMUSG00000049699	0	0	1	2	4	6
ENSMUSG00000049708	0	0	0	0	0	0
ENSMUSG00000049709	0	0	2	1	1	0
ENSMUSG00000049717	50	18	62	108	81	38
ENSMUSG00000049719	0	1	0	0	0	0
ENSMUSG00000049721	5	3	9	15	5	0
ENSMUSG00000049723	4	0	3	1	3	1
ENSMUSG00000049728	189	115	203	643	310	145
ENSMUSG00000049734	0	0	0	0	0	0
ENSMUSG00000049737	0	0	0	0	0	0
ENSMUSG00000049739	436	117	289	1427	889	211
ENSMUSG00000049740	0	0	0	0	0	0
ENSMUSG00000049741	0	0	0	0	0	0
ENSMUSG00000049744	105	44	90	182	111	61
ENSMUSG00000049751	27	64	67	96	33	29
ENSMUSG00000049755	360	282	367	780	592	283
ENSMUSG00000049758	0	0	0	0	0	0
ENSMUSG00000049760	1060	1003	1315	3703	1551	880
ENSMUSG00000049761	0	0	0	0	1	0
ENSMUSG00000049764	264	76	323	695	384	155
ENSMUSG00000049775	5773	5645	10548	6596	5813	3226
ENSMUSG00000049791	91	51	207	234	149	27
ENSMUSG00000049792	337	245	335	1002	562	322
ENSMUSG00000049796	1	0	0	0	0	0
ENSMUSG00000049797	0	0	0	0	0	0
