gene_id	SRR384980	SRR384978	SRR384982	SRR384979	SRR384981	SRR384977
ENSMUSG00000023078	0	0	1	0	0	0
ENSMUSG00000023084	10	3	9	17	11	0
ENSMUSG00000023093	0	0	0	0	0	0
ENSMUSG00000023122	0	0	0	0	0	0
ENSMUSG00000023140	0	0	0	0	0	0
ENSMUSG00000023151	0	0	1	0	0	0
ENSMUSG00000023153	0	0	0	0	0	0
ENSMUSG00000023159	0	0	0	0	0	0
ENSMUSG00000023165	0	0	0	0	0	0
ENSMUSG00000023185	0	0	0	0	0	0
ENSMUSG00000023191	72	29	81	185	146	10
ENSMUSG00000023192	0	0	0	0	1	0
ENSMUSG00000023210	0	0	0	0	0	0
ENSMUSG00000023232	8	2	2	21	26	1
ENSMUSG00000023249	16	1	17	29	17	5
ENSMUSG00000023257	0	0	0	0	0	0
ENSMUSG00000023263	0	0	0	0	0	0
ENSMUSG00000023279	0	1	0	0	0	0
ENSMUSG00000023289	0	0	0	0	0	0
ENSMUSG00000023350	0	0	0	0	0	0
ENSMUSG00000023387	9	14	14	282	30	31
ENSMUSG00000023391	0	0	0	0	1	0
ENSMUSG00000023443	0	0	0	0	0	0
ENSMUSG00000023473	17	1	6	13	8	0
ENSMUSG00000023577	0	0	0	0	0	0
ENSMUSG00000023802	0	0	0	0	0	0
ENSMUSG00000023827	68	698	118	1531	115	587
ENSMUSG00000023829	0	0	0	0	1	0
ENSMUSG00000023885	15	3	18	30	52	1
ENSMUSG00000023902	0	0	0	1	1	0
ENSMUSG00000023911	5	7	11	9	8	4
ENSMUSG00000023921	577	256	645	1411	917	418
ENSMUSG00000023943	1	0	0	0	0	0
ENSMUSG00000023945	0	0	0	0	0	0
ENSMUSG00000023949	0	0	0	0	0	0
ENSMUSG00000023964	0	0	0	0	0	0
ENSMUSG00000023978	0	0	0	1	0	0
ENSMUSG00000023982	0	0	0	0	0	0
ENSMUSG00000023987	0	0	0	1	0	0
ENSMUSG00000023995	43	931	43	2512	72	873
ENSMUSG00000024027	9	0	10	16	8	1
ENSMUSG00000024028	0	0	0	0	0	0
ENSMUSG00000024032	0	0	0	0	0	0
ENSMUSG00000024041	1	0	0	0	0	0
ENSMUSG00000024066	56	11	23	94	59	6
ENSMUSG00000024076	0	0	0	0	1	0
ENSMUSG00000024084	41	13	77	164	72	39
ENSMUSG00000024087	3	1	9	6	18	0
ENSMUSG00000024088	0	0	0	0	0	0
ENSMUSG00000024105	0	0	0	0	0	0
ENSMUSG00000024107	0	0	0	0	0	0
ENSMUSG00000024112	81	7	70	106	141	9
ENSMUSG00000024116	0	0	0	0	0	0
ENSMUSG00000024125	0	0	0	0	0	0
ENSMUSG00000024128	0	0	0	0	0	0
ENSMUSG00000024154	0	0	0	0	0	0
ENSMUSG00000024186	85	1	50	15	111	4
ENSMUSG00000024190	82	320	100	2360	79	585
ENSMUSG00000024207	0	0	0	0	0	0
ENSMUSG00000024211	0	0	0	0	0	0
ENSMUSG00000024224	0	0	0	0	0	0
ENSMUSG00000024233	0	0	0	0	0	0
ENSMUSG00000024254	2	4	0	20	6	7
ENSMUSG00000024256	0	0	0	0	0	0
ENSMUSG00000024266	1	0	0	0	0	0
ENSMUSG00000024292	0	0	0	0	0	0
ENSMUSG00000024299	1266	81	888	579	1762	65
ENSMUSG00000024306	0	0	0	0	0	0
ENSMUSG00000024327	50	8	69	347	167	46
ENSMUSG00000024354	104	7	81	110	154	33
ENSMUSG00000024365	0	0	0	0	0	0
ENSMUSG00000024448	0	0	0	0	0	0
ENSMUSG00000024471	0	0	0	0	1	0
ENSMUSG00000024510	0	0	0	0	0	0
ENSMUSG00000024512	0	0	0	0	0	0
ENSMUSG00000024517	0	0	0	0	1	0
ENSMUSG00000024518	0	0	0	0	0	0
ENSMUSG00000024519	0	0	0	0	0	0
ENSMUSG00000024526	0	1	0	0	0	0
ENSMUSG00000024529	73	25	103	143	161	7
ENSMUSG00000024530	2	2	2	17	5	3
ENSMUSG00000024532	0	0	0	0	0	0
ENSMUSG00000024533	1028	946	939	5721	1967	1519
ENSMUSG00000024546	0	0	0	0	0	0
ENSMUSG00000024553	0	0	0	0	0	0
ENSMUSG00000024561	993	354	843	2384	1633	618
ENSMUSG00000024565	0	0	0	0	0	0
ENSMUSG00000024598	107	38	117	257	222	15
ENSMUSG00000024619	0	0	0	0	0	0
ENSMUSG00000024620	181	50	135	332	238	20
ENSMUSG00000024650	0	0	0	1	0	0
ENSMUSG00000024653	0	0	0	0	0	0
ENSMUSG00000024658	0	0	0	0	0	0
ENSMUSG00000024673	0	0	0	0	0	0
ENSMUSG00000024675	15	1	20	19	14	2
ENSMUSG00000024694	0	10	6	19	8	12
ENSMUSG00000024727	1	0	0	0	0	0
ENSMUSG00000024728	0	0	0	0	0	0
ENSMUSG00000024729	0	0	0	0	0	0
ENSMUSG00000024731	0	0	0	0	0	0
ENSMUSG00000024734	1	0	0	0	0	0
ENSMUSG00000024757	0	0	0	0	0	0
ENSMUSG00000024768	0	0	0	0	0	0
ENSMUSG00000024770	0	0	0	0	0	0
ENSMUSG00000024771	0	0	0	0	0	0
ENSMUSG00000024815	0	0	0	0	0	0
ENSMUSG00000024837	1	0	0	0	0	0
ENSMUSG00000024868	13	4	22	43	15	0
ENSMUSG00000024869	13	0	9	42	17	3
ENSMUSG00000024870	1026	531	1014	2082	1626	657
ENSMUSG00000024887	32	11	53	78	27	10
ENSMUSG00000024892	345	766	361	4948	646	1023
ENSMUSG00000024903	0	0	0	0	0	0
ENSMUSG00000024912	0	0	0	0	0	0
ENSMUSG00000024913	404	104	480	1864	829	190
ENSMUSG00000024935	0	1	0	0	0	0
ENSMUSG00000024937	775	2888	882	14127	1118	3386
ENSMUSG00000024939	0	0	0	1	0	0
ENSMUSG00000024940	32	8	29	93	82	4
ENSMUSG00000024972	0	0	0	1	0	0
ENSMUSG00000024987	6	0	10	1	19	1
ENSMUSG00000024989	275	22	264	162	388	38
ENSMUSG00000025003	0	0	0	0	0	0
ENSMUSG00000025013	1	0	0	0	0	0
ENSMUSG00000025014	0	0	0	0	0	0
ENSMUSG00000025043	0	0	0	0	0	0
ENSMUSG00000025047	870	559	1120	3702	1891	764
ENSMUSG00000025051	0	0	0	0	0	0
ENSMUSG00000025056	0	1	0	0	0	0
ENSMUSG00000025090	0	0	0	0	0	0
ENSMUSG00000025151	3395	431	4310	1750	5672	476
ENSMUSG00000025175	4	1431	6	4404	6	1552
ENSMUSG00000025207	334	63	209	1003	415	87
ENSMUSG00000025215	0	0	0	0	0	0
ENSMUSG00000025219	0	0	0	0	0	0
ENSMUSG00000025240	136	25	207	492	328	112
ENSMUSG00000025288	0	0	0	0	0	0
ENSMUSG00000025329	0	0	0	0	0	0
ENSMUSG00000025330	44	13	9	37	36	1
ENSMUSG00000025347	0	0	0	0	0	0
ENSMUSG00000025348	4	1	1	5	17	0
ENSMUSG00000025362	4017	9898	7855	11701	5571	5907
ENSMUSG00000025370	0	0	0	0	0	0
ENSMUSG00000025396	0	0	1	0	0	0
ENSMUSG00000025400	8	293	18	736	13	405
ENSMUSG00000025403	1668	2066	2187	6814	2712	1938
ENSMUSG00000025407	28	4	10	75	47	8
ENSMUSG00000025418	0	0	0	0	0	0
ENSMUSG00000025425	1	0	0	0	0	0
ENSMUSG00000025429	177	14	178	173	261	28
ENSMUSG00000025431	0	0	0	0	0	0
ENSMUSG00000025432	16	0	9	8	12	3
ENSMUSG00000025433	0	0	0	1	0	0
ENSMUSG00000025437	274	35	281	592	611	175
ENSMUSG00000025467	0	0	0	0	0	0
ENSMUSG00000025469	0	0	0	0	0	0
ENSMUSG00000025475	0	0	0	0	1	0
ENSMUSG00000025482	0	0	0	0	1	0
ENSMUSG00000025488	0	0	0	0	0	0
ENSMUSG00000025496	0	1	0	0	0	0
ENSMUSG00000025504	35	10	69	123	72	7
ENSMUSG00000025509	537	156	477	718	833	149
ENSMUSG00000025519	0	0	0	0	0	0
ENSMUSG00000025528	0	0	0	0	0	0
ENSMUSG00000025557	0	0	0	0	1	0
ENSMUSG00000025572	274	1600	224	5764	328	1739
ENSMUSG00000025574	845	1360	963	4563	1373	1542
ENSMUSG00000025630	1506	1610	2063	3476	1995	1947
ENSMUSG00000025652	0	0	0	1	0	0
ENSMUSG00000025658	0	0	0	0	0	0
ENSMUSG00000025701	356	24	417	166	457	28
ENSMUSG00000025716	0	0	0	0	0	0
ENSMUSG00000025739	0	0	0	1	0	0
ENSMUSG00000025754	0	0	0	0	0	0
ENSMUSG00000025774	0	0	0	0	0	0
ENSMUSG00000025780	129	19	84	327	197	37
ENSMUSG00000025783	0	0	0	1	0	0
ENSMUSG00000025808	0	0	0	0	0	0
ENSMUSG00000025810	58	21	160	236	140	20
ENSMUSG00000025816	146	33	118	320	228	77
ENSMUSG00000025838	0	0	0	0	0	0
ENSMUSG00000025839	0	0	0	0	0	0
ENSMUSG00000025870	25	5	43	117	65	14
ENSMUSG00000025899	567	405	836	1605	905	535
ENSMUSG00000025900	0	0	0	0	0	0
ENSMUSG00000025909	0	0	0	0	0	0
ENSMUSG00000025925	362	406	384	1590	517	458
ENSMUSG00000025927	0	0	0	0	0	0
ENSMUSG00000025929	0	0	0	0	0	0
ENSMUSG00000025936	0	0	0	0	0	0
ENSMUSG00000025945	0	0	0	0	0	0
ENSMUSG00000025946	0	0	0	0	0	0
ENSMUSG00000025952	0	0	0	0	0	0
ENSMUSG00000025955	0	0	0	1	0	0
ENSMUSG00000025963	0	0	0	0	0	0
ENSMUSG00000025964	27	13	84	19	26	1
ENSMUSG00000025991	0	40	31	17	3	86
ENSMUSG00000026011	0	0	0	0	0	0
ENSMUSG00000026023	1	0	0	0	0	0
ENSMUSG00000026028	1121	2936	1095	13483	2112	3913
ENSMUSG00000026042	271	68	306	562	617	44
ENSMUSG00000026043	1144	334	1357	2819	2693	200
ENSMUSG00000026062	0	0	0	0	0	0
ENSMUSG00000026063	0	0	0	0	0	0
ENSMUSG00000026065	0	0	0	0	0	0
ENSMUSG00000026082	264	31	182	611	487	156
ENSMUSG00000026085	0	0	0	0	0	0
ENSMUSG00000026100	0	0	0	1	0	0
ENSMUSG00000026114	0	0	0	1	0	0
ENSMUSG00000026124	0	0	0	0	0	0
ENSMUSG00000026156	14	10	13	28	25	15
ENSMUSG00000026167	0	0	0	0	0	0
ENSMUSG00000026175	33	4	25	32	26	1
ENSMUSG00000026182	0	0	0	0	0	0
ENSMUSG00000026185	63	28	71	192	408	11
ENSMUSG00000026187	366	357	535	1237	663	415
ENSMUSG00000026237	0	0	0	0	1	0
ENSMUSG00000026241	0	0	0	0	0	0
ENSMUSG00000026246	0	0	0	0	0	0
ENSMUSG00000026253	1	0	0	0	12	0
ENSMUSG00000026258	0	0	0	0	0	0
ENSMUSG00000026285	3	1	2	2	3	0
ENSMUSG00000026322	0	0	0	1	0	0
ENSMUSG00000026327	0	0	0	0	0	0
ENSMUSG00000026331	0	0	0	0	0	0
ENSMUSG00000026336	0	0	0	0	0	0
ENSMUSG00000026387	0	1	0	0	0	1
ENSMUSG00000026394	0	0	0	0	0	0
ENSMUSG00000026407	21	0	16	1	44	0
ENSMUSG00000026414	5	7	16	11	63	1
ENSMUSG00000026415	0	0	0	0	0	0
ENSMUSG00000026416	0	0	0	0	0	0
ENSMUSG00000026418	25	8	27	7	72	3
ENSMUSG00000026420	0	0	0	0	0	0
ENSMUSG00000026424	0	0	0	0	1	0
ENSMUSG00000026452	1	4	0	23	4	1
ENSMUSG00000026459	0	3	2	1	20	0
ENSMUSG00000026468	0	0	0	1	0	0
ENSMUSG00000026500	0	0	4	13	5	2
ENSMUSG00000026523	0	0	0	0	0	0
ENSMUSG00000026527	0	0	0	0	0	0
ENSMUSG00000026531	0	1	0	0	0	0
ENSMUSG00000026560	0	0	0	0	0	0
ENSMUSG00000026592	0	0	0	0	0	0
ENSMUSG00000026605	1329	1058	1374	4388	2023	1403
ENSMUSG00000026645	0	0	0	0	0	0
ENSMUSG00000026650	0	0	1	0	0	0
ENSMUSG00000026668	0	0	0	0	0	0
ENSMUSG00000026674	38	8	36	42	48	2
ENSMUSG00000026676	5	2	20	34	16	1
ENSMUSG00000026679	0	1	1	3	1	0
ENSMUSG00000026688	305	4800	303	5695	444	4096
ENSMUSG00000026691	0	0	0	0	0	0
ENSMUSG00000026734	0	0	0	0	0	0
ENSMUSG00000026735	0	0	0	0	0	0
ENSMUSG00000026770	0	0	0	0	0	0
ENSMUSG00000026779	233	99	222	490	346	143
ENSMUSG00000026787	0	0	0	0	0	0
ENSMUSG00000026818	0	0	1	0	0	0
ENSMUSG00000026830	0	0	0	0	0	0
ENSMUSG00000026834	0	0	0	0	0	0
ENSMUSG00000026841	0	0	0	1	0	0
ENSMUSG00000026860	362	197	404	816	562	188
ENSMUSG00000026882	0	0	0	0	0	0
ENSMUSG00000026919	0	0	0	0	0	0
ENSMUSG00000026923	91	19	117	283	156	24
ENSMUSG00000026936	0	0	1	0	0	0
ENSMUSG00000026937	0	0	0	0	0	0
ENSMUSG00000026959	0	0	0	0	0	0
ENSMUSG00000026961	0	0	0	0	0	0
ENSMUSG00000026963	0	0	0	0	0	0
ENSMUSG00000026983	0	0	0	0	0	0
ENSMUSG00000026984	0	0	0	0	0	0
ENSMUSG00000026985	0	0	0	0	0	0
ENSMUSG00000027015	155	15	295	117	180	11
ENSMUSG00000027022	0	0	0	0	0	0
ENSMUSG00000027070	19	5	4	17	23	0
ENSMUSG00000027072	170	9	27	212	183	47
ENSMUSG00000027073	2995	119	310	3847	3525	587
ENSMUSG00000027075	160	3281	204	12778	208	4502
ENSMUSG00000027078	2945	4462	2721	12224	3988	5660
ENSMUSG00000027107	0	1	1	0	13	0
ENSMUSG00000027120	0	0	0	0	0	0
ENSMUSG00000027157	0	0	0	0	0	0
ENSMUSG00000027171	0	0	0	1	0	0
ENSMUSG00000027175	436	31	394	87	500	14
ENSMUSG00000027196	7	0	4	12	12	0
ENSMUSG00000027202	0	0	0	0	0	1
ENSMUSG00000027209	0	0	0	0	0	0
ENSMUSG00000027215	146	1169	181	6458	203	1508
ENSMUSG00000027220	55	6	66	22	42	3
ENSMUSG00000027224	0	0	0	0	0	0
ENSMUSG00000027225	0	0	0	0	0	0
ENSMUSG00000027230	60	10	50	123	93	6
ENSMUSG00000027233	38	0	25	1	79	0
ENSMUSG00000027273	0	0	0	1	0	0
ENSMUSG00000027288	1218	483	1652	2691	2249	796
ENSMUSG00000027313	5	5	27	92	7	15
ENSMUSG00000027317	0	0	0	0	0	0
ENSMUSG00000027318	16	2	6	10	26	0
ENSMUSG00000027335	6	2	5	21	3	0
ENSMUSG00000027338	0	0	0	0	0	0
ENSMUSG00000027344	0	0	1	0	0	0
ENSMUSG00000027345	0	0	0	0	0	0
ENSMUSG00000027355	0	0	0	0	0	0
ENSMUSG00000027359	376	255	432	1727	631	321
ENSMUSG00000027375	0	0	0	0	0	1
ENSMUSG00000027377	0	0	0	0	0	0
ENSMUSG00000027386	3	0	5	32	12	2
ENSMUSG00000027398	52	2	21	14	36	3
ENSMUSG00000027400	0	0	0	0	0	0
ENSMUSG00000027403	0	0	0	0	0	0
ENSMUSG00000027408	29	14	33	100	52	3
ENSMUSG00000027409	0	0	0	0	0	0
ENSMUSG00000027412	33	1	32	41	32	5
ENSMUSG00000027416	0	0	0	0	0	0
ENSMUSG00000027419	0	0	0	0	0	0
ENSMUSG00000027431	0	0	0	0	0	0
ENSMUSG00000027434	0	0	0	0	0	0
ENSMUSG00000027442	0	1	0	0	0	0
ENSMUSG00000027443	0	0	0	0	1	0
ENSMUSG00000027444	0	0	0	0	0	0
ENSMUSG00000027445	0	0	0	0	0	0
ENSMUSG00000027446	0	0	0	0	0	0
ENSMUSG00000027468	0	0	0	0	0	0
ENSMUSG00000027470	0	0	0	0	0	0
ENSMUSG00000027480	0	0	0	0	0	0
ENSMUSG00000027481	0	0	0	0	0	0
ENSMUSG00000027482	0	0	0	0	0	0
ENSMUSG00000027483	0	0	1	0	0	0
ENSMUSG00000027484	0	0	0	0	0	0
ENSMUSG00000027517	0	0	0	0	0	0
ENSMUSG00000027518	0	0	0	0	0	0
ENSMUSG00000027528	0	0	0	0	0	0
ENSMUSG00000027556	2422	125	3290	569	5373	196
ENSMUSG00000027564	0	0	0	0	0	0
ENSMUSG00000027577	26	3	11	37	46	4
ENSMUSG00000027581	1	0	0	0	0	0
ENSMUSG00000027606	0	0	0	0	0	0
ENSMUSG00000027670	15	48	29	138	45	23
ENSMUSG00000027678	1204	128	1057	590	2241	122
ENSMUSG00000027692	345	48	453	192	486	50
ENSMUSG00000027703	0	0	0	0	0	0
ENSMUSG00000027718	0	0	0	0	0	0
ENSMUSG00000027719	0	0	0	1	0	0
ENSMUSG00000027748	0	0	0	1	0	0
ENSMUSG00000027752	903	948	1321	2302	1454	923
ENSMUSG00000027777	0	0	0	1	0	0
ENSMUSG00000027788	0	0	0	0	0	0
ENSMUSG00000027790	0	0	0	0	0	0
ENSMUSG00000027794	0	0	0	0	0	0
ENSMUSG00000027824	0	0	0	0	0	0
ENSMUSG00000027849	0	0	0	0	0	0
ENSMUSG00000027855	4	1	5	28	16	1
ENSMUSG00000027857	0	1	0	1	2	0
ENSMUSG00000027869	2469	196	1474	891	4983	359
ENSMUSG00000027876	0	0	0	0	0	0
ENSMUSG00000027880	0	0	0	0	0	0
ENSMUSG00000027886	0	0	0	0	0	0
ENSMUSG00000027887	0	0	0	0	1	0
ENSMUSG00000027894	3	0	1	14	11	1
ENSMUSG00000027895	0	0	0	0	0	0
ENSMUSG00000027908	0	0	0	0	0	0
ENSMUSG00000027912	0	0	0	0	0	0
ENSMUSG00000027913	0	0	0	0	0	0
ENSMUSG00000027919	0	0	0	0	0	0
ENSMUSG00000027923	0	0	0	0	0	0
ENSMUSG00000027925	0	0	0	0	0	0
ENSMUSG00000027927	0	0	0	0	0	0
ENSMUSG00000027961	330	19	221	90	497	19
ENSMUSG00000027965	0	0	0	0	0	0
ENSMUSG00000027967	1	0	0	0	0	0
ENSMUSG00000027971	0	0	0	0	0	0
ENSMUSG00000027973	0	0	0	0	0	0
ENSMUSG00000027994	4	59	10	238	17	80
ENSMUSG00000027996	1	6	6	19	44	1
ENSMUSG00000027999	318	751	513	2381	442	645
ENSMUSG00000028004	0	0	0	0	1	0
ENSMUSG00000028008	1	0	0	0	0	0
ENSMUSG00000028051	15	100	25	246	28	99
ENSMUSG00000028109	0	0	0	0	0	0
ENSMUSG00000028125	100	4	99	33	131	2
ENSMUSG00000028148	0	0	0	0	0	0
ENSMUSG00000028167	1	0	0	0	0	0
ENSMUSG00000028174	0	0	0	0	0	0
ENSMUSG00000028195	89	36	68	316	210	16
ENSMUSG00000028222	1	0	0	0	0	0
ENSMUSG00000028226	4	0	11	15	8	1
ENSMUSG00000028236	0	0	0	0	0	0
ENSMUSG00000028244	0	0	0	0	0	0
ENSMUSG00000028255	0	0	0	0	0	0
ENSMUSG00000028259	0	0	0	0	0	0
ENSMUSG00000028262	0	0	0	0	0	0
ENSMUSG00000028277	600	367	484	1897	909	476
ENSMUSG00000028280	0	0	0	1	0	0
ENSMUSG00000028287	0	0	0	0	0	0
ENSMUSG00000028294	1	0	0	0	0	0
ENSMUSG00000028298	0	0	0	0	0	0
ENSMUSG00000028310	0	0	0	0	0	0
ENSMUSG00000028314	0	0	0	0	0	0
ENSMUSG00000028327	95	27	72	240	133	51
ENSMUSG00000028341	0	1	0	0	0	0
ENSMUSG00000028359	0	0	0	0	0	0
ENSMUSG00000028362	0	0	0	1	0	0
ENSMUSG00000028364	72	33	61	339	115	10
ENSMUSG00000028369	35	11	33	87	56	2
ENSMUSG00000028386	0	0	0	0	0	0
ENSMUSG00000028396	0	0	0	0	0	0
ENSMUSG00000028398	594	538	786	1622	688	388
ENSMUSG00000028492	0	0	0	0	0	0
ENSMUSG00000028495	3997	4268	6487	16360	5935	4011
ENSMUSG00000028520	0	0	0	1	0	0
ENSMUSG00000028523	0	0	0	0	0	0
ENSMUSG00000028533	0	0	0	0	0	0
ENSMUSG00000028539	2	70	5	274	7	90
ENSMUSG00000028542	646	170	310	3082	1342	508
ENSMUSG00000028571	0	0	0	0	0	0
ENSMUSG00000028584	0	0	0	0	0	0
ENSMUSG00000028589	0	0	0	0	0	0
ENSMUSG00000028590	0	0	0	0	0	0
ENSMUSG00000028591	0	0	0	0	1	0
ENSMUSG00000028593	0	0	0	0	0	0
ENSMUSG00000028602	0	0	0	0	1	0
ENSMUSG00000028612	0	0	0	0	0	0
ENSMUSG00000028626	42	31	38	230	107	10
ENSMUSG00000028631	770	2	463	1	1084	0
ENSMUSG00000028640	0	0	0	1	0	0
ENSMUSG00000028645	1453	6265	1546	32806	2307	8846
ENSMUSG00000028654	82	2	37	29	73	12
ENSMUSG00000028664	19	2	21	41	50	2
ENSMUSG00000028683	622	604	801	2049	986	549
ENSMUSG00000028707	0	0	0	0	0	0
ENSMUSG00000028712	0	0	0	0	0	0
ENSMUSG00000028715	0	0	0	0	0	0
ENSMUSG00000028730	1	90	0	254	0	102
ENSMUSG00000028737	321	205	396	866	505	180
ENSMUSG00000028738	0	0	0	0	0	0
ENSMUSG00000028743	201	234	321	606	387	203
ENSMUSG00000028747	1	0	0	0	0	0
ENSMUSG00000028749	0	0	0	0	0	0
ENSMUSG00000028750	0	0	0	0	0	0
ENSMUSG00000028751	0	0	0	0	0	0
ENSMUSG00000028753	0	0	0	0	0	0
ENSMUSG00000028755	60	5	54	13	59	6
ENSMUSG00000028773	8	0	0	5	5	0
ENSMUSG00000028777	0	0	0	0	0	0
ENSMUSG00000028778	0	0	0	1	0	0
ENSMUSG00000028782	2	6	8	27	19	0
ENSMUSG00000028784	0	0	1	0	0	0
ENSMUSG00000028785	38	8	16	115	25	4
ENSMUSG00000028786	16	4	40	31	19	2
ENSMUSG00000028813	0	0	0	0	0	0
ENSMUSG00000028821	758	1202	990	3082	1446	1027
ENSMUSG00000028864	28	3	30	48	46	7
ENSMUSG00000028865	0	0	0	0	0	0
ENSMUSG00000028873	2260	1713	2199	5334	3902	1559
ENSMUSG00000028876	0	0	0	0	0	0
ENSMUSG00000028883	74	21	47	127	97	11
ENSMUSG00000028911	243	64	189	1261	614	159
ENSMUSG00000028938	0	0	0	0	0	0
ENSMUSG00000028963	1	0	0	0	0	0
ENSMUSG00000028965	12	1	7	2	10	0
ENSMUSG00000028972	0	0	0	0	0	0
ENSMUSG00000028982	96	98	161	154	127	59
ENSMUSG00000028989	4	14	2	33	4	5
ENSMUSG00000028996	0	0	1	0	0	0
ENSMUSG00000029019	0	0	0	0	0	0
ENSMUSG00000029044	0	0	0	0	0	0
ENSMUSG00000029054	0	0	0	0	0	0
ENSMUSG00000029074	5	1	7	15	11	0
ENSMUSG00000029092	0	0	0	0	0	0
ENSMUSG00000029093	19	2	18	47	55	6
ENSMUSG00000029112	0	0	0	0	0	0
ENSMUSG00000029120	0	1	0	0	0	0
ENSMUSG00000029130	18	2	26	13	24	1
ENSMUSG00000029134	1	0	0	0	0	0
ENSMUSG00000029155	0	0	0	1	0	0
ENSMUSG00000029158	1	0	0	0	0	0
ENSMUSG00000029178	148	723	225	5853	219	1099
ENSMUSG00000029182	0	0	0	0	0	0
ENSMUSG00000029184	0	0	0	1	0	0
ENSMUSG00000029188	0	0	0	1	0	0
ENSMUSG00000029192	549	125	514	800	912	242
ENSMUSG00000029193	0	0	0	1	0	0
ENSMUSG00000029235	0	0	0	0	0	0
ENSMUSG00000029236	0	0	0	0	0	0
ENSMUSG00000029255	0	0	0	0	0	0
ENSMUSG00000029268	0	0	0	0	0	0
ENSMUSG00000029272	0	0	0	0	0	0
ENSMUSG00000029279	28	4	30	16	57	2
ENSMUSG00000029280	0	0	0	0	0	0
ENSMUSG00000029281	0	0	0	0	0	0
ENSMUSG00000029282	0	0	0	0	0	0
ENSMUSG00000029286	0	0	0	0	0	0
ENSMUSG00000029288	0	0	0	0	0	0
ENSMUSG00000029306	0	0	0	0	0	0
ENSMUSG00000029307	0	0	0	0	0	0
ENSMUSG00000029321	1	0	0	0	0	0
ENSMUSG00000029331	0	0	0	0	0	0
ENSMUSG00000029334	0	1	0	0	0	0
ENSMUSG00000029361	0	0	0	0	0	0
ENSMUSG00000029371	18	6	35	3	20	1
ENSMUSG00000029375	0	0	0	0	0	0
ENSMUSG00000029378	0	0	0	0	0	0
ENSMUSG00000029417	0	0	0	1	0	0
ENSMUSG00000029419	0	0	0	0	0	0
ENSMUSG00000029423	0	0	0	0	0	0
ENSMUSG00000029437	0	0	0	0	0	0
ENSMUSG00000029451	0	0	0	0	0	0
ENSMUSG00000029465	1961	2264	2839	5995	2860	2337
ENSMUSG00000029475	242	45	257	984	573	162
ENSMUSG00000029510	18	1	16	36	25	4
ENSMUSG00000029513	2389	838	2018	3759	3548	1038
ENSMUSG00000029522	12	0	6	0	5	0
ENSMUSG00000029541	0	0	0	0	0	0
ENSMUSG00000029546	0	0	0	0	0	0
ENSMUSG00000029561	21	2	49	16	28	5
ENSMUSG00000029564	0	0	0	0	0	0
ENSMUSG00000029586	0	1	0	0	0	0
ENSMUSG00000029595	0	0	0	0	0	0
ENSMUSG00000029601	2	23	4	98	2	25
ENSMUSG00000029605	50	16	41	38	46	15
ENSMUSG00000029608	1	0	0	0	0	0
ENSMUSG00000029618	0	0	0	1	0	0
ENSMUSG00000029620	0	0	0	0	0	0
ENSMUSG00000029644	0	0	0	1	0	0
ENSMUSG00000029646	0	0	0	0	0	0
ENSMUSG00000029658	0	0	0	0	0	0
ENSMUSG00000029661	739	241	612	2076	2127	113
ENSMUSG00000029663	0	0	0	1	0	0
ENSMUSG00000029671	0	0	0	1	0	0
ENSMUSG00000029675	81	30	76	441	214	30
ENSMUSG00000029679	0	0	0	1	0	0
ENSMUSG00000029680	0	0	0	0	0	0
ENSMUSG00000029682	0	0	0	0	0	0
ENSMUSG00000029697	0	0	0	0	0	0
ENSMUSG00000029700	0	0	0	0	0	0
ENSMUSG00000029706	0	0	0	0	0	0
ENSMUSG00000029716	1306	733	1143	3407	2358	950
ENSMUSG00000029754	0	0	0	0	0	0
ENSMUSG00000029755	0	0	0	0	0	0
ENSMUSG00000029766	0	0	0	0	0	0
ENSMUSG00000029787	204	71	254	323	344	93
ENSMUSG00000029811	0	0	0	0	0	0
ENSMUSG00000029813	0	0	0	0	0	0
ENSMUSG00000029819	0	78	109	0	0	51
ENSMUSG00000029829	0	0	0	0	0	0
ENSMUSG00000029831	0	0	0	0	0	0
ENSMUSG00000029837	0	0	0	0	0	0
ENSMUSG00000029838	38	26	79	247	292	17
ENSMUSG00000029848	0	0	0	0	0	1
ENSMUSG00000029862	5	0	1	18	12	3
ENSMUSG00000029865	0	0	0	0	0	0
ENSMUSG00000029867	0	0	0	0	0	0
ENSMUSG00000029875	0	0	0	0	0	0
ENSMUSG00000029878	0	0	0	0	0	0
ENSMUSG00000029882	0	0	0	0	1	0
ENSMUSG00000029883	0	0	0	0	0	0
ENSMUSG00000029885	0	0	0	0	0	0
ENSMUSG00000029909	0	0	0	0	0	0
ENSMUSG00000029917	0	0	0	0	0	0
ENSMUSG00000030001	0	0	0	0	0	0
ENSMUSG00000030004	0	0	0	1	0	0
ENSMUSG00000030017	0	0	0	0	0	0
ENSMUSG00000030041	8	115	8	348	10	102
ENSMUSG00000030043	0	0	0	0	0	0
ENSMUSG00000030049	0	0	0	0	0	0
ENSMUSG00000030050	0	0	0	1	0	0
ENSMUSG00000030055	8	19	25	200	37	26
ENSMUSG00000030075	15	42	15	266	17	60
ENSMUSG00000030092	0	0	0	0	0	0
ENSMUSG00000030093	0	1	0	0	0	0
ENSMUSG00000030131	0	0	0	0	0	0
ENSMUSG00000030143	0	0	0	0	0	0
