gene_id	ERR031017	ERR031018	ERR031019	ERR031022	ERR031023	ERR031024	ERR031025	ERR031026	ERR031027	ERR031028	ERR031029	ERR031030	ERR031031	ERR031032	ERR031033	ERR031035	ERR031038	ERR031039	ERR031040	ERR031041	ERR031042	ERR031043	ERR031044	ERR299295	ERR299296	ERR299297	ERR299298	ERR299299
ENSG00000152034	2	4	0	2	1	0	0	0	2	1	2	1	1	2	0	0	0	0	1	0	0	0	4	5	2	7	0	0
ENSG00000152049	39	70	108	130	176	72	103	80	89	78	153	97	190	56	88	240	78	118	92	186	50	114	19	68	110	63	118	174
ENSG00000152056	342	327	160	417	396	160	205	707	279	481	220	264	161	390	156	310	466	326	477	548	756	426	735	330	187	328	233	300
ENSG00000152061	261	645	1226	747	539	1106	1527	805	569	741	826	1126	1429	1078	1054	633	821	345	692	799	922	880	606	855	1187	751	849	1043
ENSG00000152076	106	925	230	241	69	148	346	376	198	169	104	119	461	633	244	127	107	263	212	371	81	421	277	224	281	67	45	270
ENSG00000152078	98	140	386	538	165	510	542	611	192	303	350	253	474	643	561	220	302	181	255	378	546	422	439	239	488	94	282	534
ENSG00000152082	1072	1016	546	1219	1221	351	683	1036	1520	747	912	738	946	997	1144	1327	1003	870	1207	1131	965	1691	2282	1030	929	1322	385	1095
ENSG00000152086	14	1	1	6	0	0	30	0	7	1	0	4	10	4	65	6	12	0	1	23	10	62	5	5	91	3	4	65
ENSG00000152092	61	21	83	96	13	11	64	26	33	16	113	107	173	8	4	78	39	6	5	20	22	7	32	23	39	2	30	17
ENSG00000152093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152102	933	1026	4595	1972	1481	1104	4105	2577	1645	754	1740	1910	4360	3054	3409	1830	1510	2722	2025	3243	1325	2280	1471	1900	2526	1697	1616	3369
ENSG00000152104	1840	1101	2814	1585	3377	1769	3741	1353	2429	1449	3993	2248	2367	1044	1770	4721	1800	2053	1760	2707	1413	2057	1123	2560	2777	894	1466	2093
ENSG00000152117	94	479	169	117	92	139	285	234	140	361	343	365	314	173	251	361	120	208	522	271	101	296	394	203	244	398	361	182
ENSG00000152127	230	473	2331	903	472	415	1877	765	580	403	708	925	1842	923	735	729	619	694	607	941	530	702	573	862	1042	354	539	1197
ENSG00000152128	0	35	16	17	15	16	19	8	5	15	11	18	45	8	17	29	24	8	7	18	18	0	0	13	24	2	23	41
ENSG00000152133	95	203	413	290	225	287	484	428	253	292	300	271	623	490	596	280	343	204	312	338	338	257	224	241	389	261	222	494
ENSG00000152137	1472	1552	3299	2247	3684	1266	5533	1472	3393	1659	5226	1800	5611	637	2874	5145	1634	3367	1535	3351	1652	3723	1175	1400	3333	658	1713	2277
ENSG00000152147	249	246	339	310	317	290	263	345	306	238	313	261	333	518	374	457	355	315	365	323	564	498	453	307	286	351	268	403
ENSG00000152154	261	219	1097	272	718	223	219	120	196	3675	159	920	194	198	144	835	309	407	3516	261	1471	485	99	597	312	576	910	571
ENSG00000152192	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0
ENSG00000152193	67	64	168	175	108	180	218	154	126	84	159	236	334	277	337	131	88	97	158	218	175	227	181	134	202	166	156	200
ENSG00000152207	23	11	83	51	22	27	183	79	33	8	46	59	103	59	33	5	22	16	57	27	15	4	6	42	63	18	28	36
ENSG00000152208	0	3	6	3	0	1	0	0	0	0	6	2	0	8	15	1	0	0	0	0	0	6	0	0	0	0	0	8
ENSG00000152213	21	19	36	23	35	13	114	66	14	12	34	44	63	32	33	39	15	11	20	16	28	4	41	19	46	6	27	23
ENSG00000152214	0	5	0	0	0	2	0	0	0	0	0	2	15	0	2	2	0	4	0	0	0	13	0	0	1	2	0	0
ENSG00000152217	749	1350	2566	1521	804	2045	3603	1545	1039	1802	1038	1971	2822	1395	1324	1138	1133	980	1218	1702	615	1333	721	1145	1752	1575	1238	1492
ENSG00000152219	444	427	892	1033	639	864	1045	1021	717	791	1246	1038	1546	1363	2075	729	1036	543	840	913	1179	1611	1002	856	1198	964	946	1317
ENSG00000152223	262	621	1632	585	474	708	1310	700	576	650	641	796	1278	1235	983	683	824	507	772	743	611	691	554	796	1033	515	688	1167
ENSG00000152229	150	314	755	422	486	235	1480	542	394	282	352	242	695	367	638	652	422	319	255	602	676	370	224	352	776	225	525	605
ENSG00000152234	2220	2095	8182	4840	4184	3023	8543	6626	4248	2823	5332	4079	8644	7858	10519	5662	6058	6717	4896	7678	8938	6937	5092	4271	6757	2565	3372	8480
ENSG00000152240	54	150	168	185	214	215	426	320	238	183	295	268	301	326	360	199	188	193	277	244	215	190	161	206	291	208	178	244
ENSG00000152242	173	205	1120	620	371	614	1047	602	418	306	592	566	1042	1022	808	428	527	282	551	499	520	555	457	553	889	304	587	962
ENSG00000152253	15	23	40	110	10	38	8	28	46	46	24	19	34	84	48	12	65	26	78	25	99	29	6	61	63	70	16	15
ENSG00000152254	0	1	0	19	0	0	0	0	0	0	0	4	0	6	2	0	0	0	2	0	0	0	0	0	0	1	0	0
ENSG00000152256	113	212	490	397	216	357	463	402	262	240	202	294	467	713	291	208	256	149	303	311	663	259	329	327	344	301	372	511
ENSG00000152266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152270	284	1200	1001	1122	393	1615	1504	2007	280	1663	735	954	1676	1981	1327	643	969	601	988	818	999	1167	1395	876	1318	1335	1193	1488
ENSG00000152284	566	483	728	372	514	274	1352	301	684	564	669	535	928	151	310	708	227	330	263	741	219	360	111	467	683	174	285	272
ENSG00000152291	2593	1913	11478	4210	4162	3629	9639	5426	4423	2317	5335	3869	7776	5146	6692	6653	4089	6498	4320	9382	3651	4606	2538	4551	6394	1196	2859	8864
ENSG00000152292	0	2	0	0	0	6	6	0	0	0	2	1	9	0	4	10	5	0	1	0	2	2	1	6	8	1	4	3
ENSG00000152315	9	0	9	8	9	3	10	0	4	0	4	10	8	16	3	6	2	11	0	5	6	17	8	0	3	0	6	11
ENSG00000152332	333	386	3155	1359	900	1496	2586	1717	941	419	1397	1132	3126	3769	3162	886	1604	1355	1789	1689	1898	1690	1136	837	2223	743	1269	3839
ENSG00000152348	211	229	223	298	199	238	302	246	231	260	223	228	269	466	296	361	264	224	256	313	382	300	305	321	299	258	205	288
ENSG00000152359	181	257	197	220	163	304	327	436	207	250	269	285	364	265	436	179	204	176	310	343	645	375	398	140	327	263	237	261
ENSG00000152377	1108	11873	9564	18302	4623	11391	9828	21866	2132	8221	5531	3503	9668	9546	12855	2265	10102	11286	10257	12087	7300	11614	19573	7966	11580	25009	7229	16468
ENSG00000152380	50	75	35	163	34	162	78	156	32	122	71	98	65	114	60	69	127	19	104	94	155	49	239	97	112	93	103	59
ENSG00000152382	193	197	627	442	326	425	447	330	244	313	444	307	574	672	612	297	309	286	345	429	465	286	419	269	476	262	371	555
ENSG00000152402	531	116	529	343	420	522	572	176	432	349	269	513	546	986	225	368	245	193	403	141	66	311	116	213	245	195	435	346
ENSG00000152404	740	1622	809	1698	1041	3052	1905	1492	1048	2189	1621	1986	1755	1334	1790	1484	1611	574	1583	2328	1412	2451	1975	2119	1989	1386	1573	1027
ENSG00000152409	386	674	1347	1038	678	769	1516	1161	526	856	831	938	1618	1307	1048	729	1091	731	1129	1050	1012	941	969	840	1168	974	860	1329
ENSG00000152413	140	290	207	643	302	338	306	342	183	354	431	383	178	226	202	613	496	201	560	278	484	647	652	632	320	495	326	340
ENSG00000152422	26	37	100	154	123	126	249	197	54	71	115	100	231	151	249	228	158	67	103	118	200	143	194	124	174	66	86	157
ENSG00000152430	0	3	0	2	0	6	0	0	0	9	6	18	0	0	1	3	2	0	20	18	3	0	2	6	4	3	7	0
ENSG00000152433	61	164	110	116	10	105	63	94	54	134	96	141	238	173	132	74	115	62	232	47	140	122	156	127	102	153	167	122
ENSG00000152439	218	223	231	216	158	187	309	305	245	247	253	205	251	189	287	301	145	254	345	368	264	274	197	168	260	228	180	273
ENSG00000152443	183	213	906	445	197	416	704	634	313	267	353	353	807	1000	1079	310	406	453	442	634	335	403	346	426	711	279	485	964
ENSG00000152454	24	125	229	126	85	153	180	242	119	164	147	166	210	132	251	92	123	70	170	131	109	169	62	94	162	105	130	214
ENSG00000152455	51	109	409	288	197	235	298	247	141	126	332	309	479	749	657	195	386	272	244	289	390	381	278	223	341	216	290	538
ENSG00000152457	475	1172	817	987	650	1320	1097	1319	605	1369	946	1184	922	1042	818	794	903	517	1139	913	697	841	938	945	1064	1228	1019	804
ENSG00000152463	4	15	1	6	2	6	5	11	8	8	13	5	6	3	5	11	7	5	5	13	7	4	4	13	5	8	3	11
ENSG00000152464	245	209	392	358	300	374	336	380	249	313	472	392	434	505	529	519	385	416	429	453	660	487	485	388	331	358	388	459
ENSG00000152465	315	693	1056	1001	983	911	1151	809	432	706	1302	1122	1135	812	987	1255	948	1265	967	1246	545	1028	1027	1155	1078	916	647	1284
ENSG00000152467	42	7	3	4	4	31	23	5	35	58	13	9	26	8	36	1	18	20	35	30	51	60	12	2	20	41	0	19
ENSG00000152475	53	82	27	36	32	48	61	64	69	84	26	33	56	32	51	67	28	52	68	73	38	60	54	42	47	41	21	43
ENSG00000152484	122	319	1204	941	485	607	1818	973	372	340	823	779	1556	1381	1080	481	809	344	647	828	892	885	601	904	1244	353	754	1054
ENSG00000152492	847	3077	3087	2918	1612	6017	4331	3657	1398	1547	2389	2457	4436	4706	3475	2135	2352	1300	2349	1910	1702	2658	3269	2340	3172	1350	2414	3018
ENSG00000152495	82	216	509	409	126	519	895	313	141	237	557	738	1063	1227	262	289	263	107	497	261	320	76	231	276	550	268	206	255
ENSG00000152503	183	748	905	1295	259	1284	432	1778	302	482	533	808	978	4341	2102	398	1059	885	1216	979	1749	1630	2213	940	982	862	1415	1637
ENSG00000152518	349	456	6673	2055	2815	1212	7940	1548	866	845	3403	2147	3165	1191	2044	3653	2481	1245	1556	2687	312	1462	462	2402	3978	750	1395	5098
ENSG00000152520	568	791	1857	1645	1069	1694	1683	1213	1075	1094	1362	1694	1760	2189	1603	921	1083	996	1912	819	930	1605	1144	1653	2063	1423	1821	1704
ENSG00000152527	103	249	373	285	177	524	900	235	226	479	296	370	1100	458	123	300	230	72	247	129	104	166	70	440	599	146	355	179
ENSG00000152556	545	513	1471	651	855	633	1815	563	681	791	1063	1091	1746	503	1116	1105	771	744	759	1013	533	788	356	928	980	459	794	1266
ENSG00000152558	1143	445	8544	4160	4275	6227	8776	5064	2895	1474	4476	4366	9175	9401	7793	4375	4299	3746	5306	4351	5819	4176	2580	3737	6426	2433	6816	9790
ENSG00000152578	0	25	19	0	8	4	12	8	16	33	1	2	28	9	4	2	14	20	2	0	0	7	0	6	4	0	19	9
ENSG00000152580	0	12	6	9	0	8	0	13	3	9	0	8	12	11	5	2	2	13	14	8	8	0	0	5	23	0	11	6
ENSG00000152582	120	388	263	408	235	542	313	355	169	512	268	341	491	546	216	163	345	92	285	206	148	316	226	367	341	261	305	193
ENSG00000152583	4124	6242	14688	28711	7096	9036	42794	17932	9330	7674	17144	18937	48961	14596	17948	9269	14746	4787	9669	10008	9723	10138	6708	9723	31024	5855	10083	14245
ENSG00000152591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152592	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	2	0	0	0	0
ENSG00000152595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152601	1281	1715	3817	3290	3312	3472	6672	3153	3271	2646	3944	3994	6187	4664	3964	3772	3395	2560	3165	2298	2987	3239	2174	2311	4617	2595	3108	4148
ENSG00000152611	13	34	2	19	8	66	2	15	3	0	6	5	0	5	10	4	6	14	2	1	7	72	4	0	6	7	6	13
ENSG00000152620	325	787	995	1646	857	1627	908	1049	850	776	1283	1179	1315	1775	1210	754	1135	736	1391	754	1566	1280	1184	1216	1172	1181	939	1078
ENSG00000152642	5681	1001	4700	2073	3027	1932	3000	1695	6499	1339	3026	1551	7012	3197	5804	2639	1415	4218	3488	3778	4386	6350	2044	1867	4004	2179	1726	3574
ENSG00000152661	631	390	4861	2259	2831	1256	5956	1162	1405	632	4481	2704	5518	1428	3358	2978	1890	1359	1493	2738	1070	2725	620	1304	4094	399	1183	3653
ENSG00000152669	28	37	38	17	15	146	18	21	69	29	10	36	86	22	31	24	12	24	31	48	28	23	54	43	13	7	16	23
ENSG00000152670	0	9	2	4	0	12	0	1	9	4	1	0	3	0	0	2	6	6	1	0	0	0	14	10	0	8	1	1
ENSG00000152672	10	110	62	9	37	73	77	54	22	75	51	73	124	60	31	27	23	47	128	61	29	11	12	67	36	21	41	30
ENSG00000152683	184	246	1263	839	392	551	1209	748	333	316	589	517	1204	1340	1331	423	669	436	607	1021	848	729	476	504	1090	342	541	1299
ENSG00000152684	85	194	691	447	218	272	716	563	213	322	475	315	649	495	559	388	320	312	297	503	438	376	365	271	492	183	269	485
ENSG00000152689	28	100	174	290	90	199	218	117	81	130	182	264	140	144	62	120	96	88	167	102	83	67	78	180	220	100	214	60
ENSG00000152700	753	1353	2607	3896	1398	1369	2086	3850	1883	920	1374	1180	2852	5957	4759	1530	3220	3166	2127	3112	5740	3966	5235	1432	2843	948	1687	4784
ENSG00000152705	12	24	16	7	6	19	9	5	10	27	1	14	4	8	10	13	16	0	15	15	19	5	23	14	15	20	8	6
ENSG00000152749	50	157	541	414	175	321	421	462	162	210	308	349	826	1122	777	223	270	310	353	337	667	378	202	274	463	171	309	545
ENSG00000152760	0	4	9	9	21	14	54	16	2	33	15	28	41	12	15	8	12	4	10	8	40	13	5	3	45	0	6	2
ENSG00000152763	51	84	111	152	79	327	143	251	98	90	145	88	142	278	226	100	173	84	105	99	241	69	139	94	112	108	99	155
ENSG00000152766	344	226	303	589	789	432	524	644	661	576	685	725	217	388	270	321	292	744	532	430	1580	366	607	234	378	709	307	537
ENSG00000152767	595	1143	3597	2189	927	2477	2830	2447	915	1330	1108	1651	2735	3902	2310	1365	1611	1726	2539	2436	2891	2354	1661	1554	2242	1998	2216	2494
ENSG00000152778	179	122	629	486	426	436	895	534	455	241	439	399	787	441	716	622	228	266	326	494	283	204	124	502	542	245	311	417
ENSG00000152779	1	4	30	53	4	7	42	26	21	8	8	14	45	11	15	17	7	17	18	28	5	27	5	13	52	11	18	40
ENSG00000152782	0	24	144	109	46	76	115	71	33	28	88	55	189	177	103	27	48	36	38	59	87	54	54	129	109	16	22	110
ENSG00000152784	497	174	2829	334	1075	199	1907	223	748	381	841	315	2181	197	5327	986	366	1471	432	3854	228	4223	42	381	2896	105	254	1748
ENSG00000152785	38	16	285	28	121	44	150	11	0	6	38	4	53	23	14	60	2	6	10	18	0	10	0	110	47	8	26	18
ENSG00000152795	1896	3853	4938	6380	3843	6853	7657	6429	4106	4852	5021	6666	7777	8068	6548	3628	5576	3620	8416	4855	5418	6035	6064	5599	7172	5032	6301	5976
ENSG00000152804	69	70	164	117	162	153	200	69	65	30	168	143	139	88	79	154	44	160	91	166	59	69	45	42	98	40	75	87
ENSG00000152818	1281	3762	9155	6520	3289	8113	8219	5571	2433	3612	3999	4594	7817	9768	7519	2665	5887	3494	5883	4837	3802	4836	5574	4750	7006	4805	6511	10179
ENSG00000152822	0	3	8	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
ENSG00000152894	726	670	4152	1482	2089	2020	3399	1758	1401	1007	1757	1545	3226	2523	2009	1955	1430	1060	1988	1393	1807	1249	1187	1933	2505	1581	1362	2416
ENSG00000152904	870	1312	953	1651	1015	1726	1019	1384	1111	1238	1346	1292	1300	2203	2340	1306	1616	1496	1889	1616	2859	2617	2093	1438	1393	1568	1226	1420
ENSG00000152910	0	0	0	23	2	0	0	0	0	0	22	7	0	0	0	6	1	0	0	2	0	0	0	0	17	0	0	0
ENSG00000152926	72	351	199	432	111	1694	352	450	106	416	188	493	988	1328	330	135	341	113	347	276	520	212	346	348	554	293	536	219
ENSG00000152931	2484	1888	2913	6336	1450	1641	1053	1902	2801	2500	2035	2254	1699	2204	11816	2975	2856	4303	3339	3115	3886	10410	3688	1585	4746	3377	4189	6990
ENSG00000152932	0	10	15	18	2	2	0	0	0	1	0	0	4	8	8	0	0	0	2	0	0	0	0	2	0	43	2	4
ENSG00000152936	15	3	2	1	1	14	7	2	6	10	1	6	14	2	3	3	4	2	0	2	0	0	0	11	5	10	8	5
ENSG00000152939	293	250	1390	757	713	691	605	732	490	483	607	451	795	501	1102	767	668	793	650	931	1112	918	678	601	721	673	522	1154
ENSG00000152942	253	488	691	742	327	689	843	909	326	534	503	581	1112	858	1094	413	589	571	859	666	837	982	816	467	745	477	580	814
ENSG00000152944	311	163	863	753	582	478	1046	461	516	245	847	440	1165	934	1569	687	525	433	397	743	331	916	531	389	966	302	440	935
ENSG00000152952	120	321	399	602	259	630	1003	915	268	447	358	536	1085	558	849	405	540	231	380	530	883	697	521	278	765	476	662	667
ENSG00000152953	6	59	65	36	34	22	90	43	33	25	10	21	123	28	36	34	31	20	48	14	70	35	4	14	62	8	19	28
ENSG00000152954	0	2	6	5	9	5	2	3	0	2	6	4	7	22	6	2	8	4	3	0	0	0	0	5	4	3	20	7
ENSG00000152969	69	54	34	14	56	44	80	13	120	10	29	17	282	49	20	16	24	18	26	95	48	43	19	29	11	8	13	20
ENSG00000152977	0	0	0	2	0	0	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	42	0	2	2
ENSG00000152990	376	718	1700	1409	846	1652	1323	1077	943	1056	999	1090	1621	1245	1262	954	978	707	1194	1198	1070	972	1151	872	1235	1071	1391	1473
ENSG00000153002	15	51	298	28	92	46	83	27	33	42	56	53	258	527	187	254	43	15	147	24	6	42	30	30	59	105	39	292
ENSG00000153006	934	825	939	1629	1289	1195	1603	1565	1505	1474	1859	1385	1256	855	1906	1792	1347	1177	1586	2205	1699	1771	1146	1129	1504	1835	903	1673
ENSG00000153012	17	15	70	51	31	38	155	37	20	20	34	82	123	65	36	46	31	30	84	28	11	28	29	21	41	17	54	56
ENSG00000153015	874	2192	779	1976	1504	2227	1580	1754	1100	3142	1594	2109	1848	1009	1449	1642	2119	777	2263	1678	1643	2108	2010	1977	1920	3008	1965	1230
ENSG00000153029	242	199	2064	432	487	259	1958	570	521	386	697	641	1301	441	1003	758	394	561	356	801	199	594	225	469	1099	153	343	1199
ENSG00000153037	337	655	540	912	581	615	804	812	601	810	631	734	1115	1548	1730	623	689	724	1017	1056	1198	1689	1166	880	1228	725	654	827
ENSG00000153044	15	65	128	104	117	82	109	80	51	63	84	42	71	94	99	106	96	79	107	147	141	97	37	62	107	85	44	126
ENSG00000153046	136	173	960	508	467	355	740	437	262	175	464	394	680	590	504	559	353	317	427	441	282	203	227	406	584	214	322	673
ENSG00000153048	258	530	829	517	541	484	648	510	447	576	652	616	805	605	496	693	475	539	621	720	546	567	570	589	534	382	444	503
ENSG00000153060	5	8	9	7	0	4	18	20	12	8	8	1	7	10	5	3	8	2	6	14	19	0	0	3	1	7	5	5
ENSG00000153064	112	711	299	1072	100	97	166	1057	158	145	154	116	838	1788	393	167	561	290	282	281	1805	255	1408	348	385	286	324	478
ENSG00000153066	925	1152	3692	1756	1166	1371	2609	2937	1310	912	1308	1407	2440	3389	2880	1414	1408	2748	1939	3414	2140	2571	2298	1662	2370	676	1255	2935
ENSG00000153071	592	1126	1837	2322	962	1485	2538	3629	685	1183	1312	2722	2338	2286	1217	1245	1651	865	1494	1202	1847	1155	1817	1139	1426	1075	1547	1353
ENSG00000153086	0	4	11	28	3	19	32	11	1	15	6	18	12	10	5	12	13	1	22	9	12	17	8	37	15	4	8	16
ENSG00000153093	320	462	325	178	157	190	168	176	420	299	237	301	326	341	275	184	311	236	163	463	161	430	285	204	126	36	262	687
ENSG00000153094	153	324	1426	540	437	880	1045	703	356	243	652	769	1418	1218	1026	552	617	545	460	832	840	353	437	737	728	277	491	1290
ENSG00000153107	49	239	938	294	225	364	734	426	188	373	283	329	736	771	527	345	389	210	324	409	428	278	284	342	541	276	393	695
ENSG00000153113	2748	3916	9027	5561	5498	4860	8963	6207	4426	4497	6173	6133	10436	9008	7801	4367	5592	4669	6191	7158	8284	6324	5650	4714	6773	3377	4683	8527
ENSG00000153130	458	519	1017	1703	852	1870	1072	1423	1277	613	1038	1199	1513	2803	2628	984	1120	1503	1303	910	2011	1366	1896	1187	1401	897	1250	1432
ENSG00000153132	1179	1440	849	918	1180	673	676	1563	1152	1427	803	622	1018	5087	3872	796	1440	1424	2181	2946	3103	4787	3491	1051	2196	544	338	1754
ENSG00000153140	232	258	202	341	588	589	388	326	343	314	524	483	651	840	562	386	262	396	409	327	510	480	529	344	363	393	372	427
ENSG00000153147	491	808	3204	1992	1609	2198	3358	2138	1047	1265	1899	1880	3531	2592	3365	1522	1901	1213	2151	2134	1844	2126	1378	2014	2938	1684	1910	2883
ENSG00000153157	5	47	18	42	19	71	43	39	10	24	14	28	38	4	15	22	281	2	11	16	124	116	10	198	34	25	10	93
ENSG00000153162	22	45	191	89	47	537	422	197	58	46	60	42	203	221	82	68	70	36	62	51	22	54	15	56	101	28	75	88
ENSG00000153165	0	2	5	3	5	6	2	4	5	23	1	8	7	12	6	3	4	1	8	1	0	0	4	7	5	17	17	5
ENSG00000153179	765	1229	2161	1588	902	1567	2269	2091	1204	811	1425	1226	3217	8772	1594	1035	751	1457	1222	2603	2568	2058	3228	1895	1030	798	812	1874
ENSG00000153187	3296	4028	13181	7911	6865	10311	12275	9092	5304	5801	8297	8034	12795	13279	10596	7657	8819	6308	8162	10142	8371	11591	8352	8748	9634	6640	7681	13455
ENSG00000153201	1043	1928	4315	3998	1839	6854	5082	4316	1488	3719	2422	4788	7317	6852	5343	1657	5970	1977	4893	3097	3268	4949	3834	4597	5389	3558	5811	5521
ENSG00000153207	368	762	1365	1340	585	1094	1550	1106	481	1012	617	1002	2040	1798	1407	596	1060	637	1164	727	1342	1105	1141	1022	1578	902	1287	1161
ENSG00000153208	134	608	700	1042	234	617	1851	1708	238	676	308	560	1073	1524	1142	355	855	354	353	890	898	524	643	432	1328	196	598	942
ENSG00000153214	659	1142	3188	2022	1180	1530	2878	4734	1160	1022	1605	1566	3923	7487	4713	602	1858	2065	2812	2922	5468	3544	3112	1252	2555	1286	1327	4026
ENSG00000153230	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	6	1	0	8
ENSG00000153233	0	3	2	16	4	83	4	0	0	4	2	9	0	18	4	2	9	0	12	4	0	0	32	12	0	5	3	10
ENSG00000153234	185	469	2119	2483	6042	18296	2403	478	230	430	2131	2064	6965	2078	772	1446	3584	1039	1465	3516	628	1054	1644	4550	2218	785	925	3772
ENSG00000153237	165	165	44	91	92	122	88	48	98	110	75	89	83	48	54	119	52	17	59	51	95	94	91	117	107	56	59	51
ENSG00000153246	249	910	792	909	296	713	1147	1665	228	867	560	1527	1109	1149	680	326	885	210	647	507	455	633	718	1000	758	745	945	782
ENSG00000153250	1212	1006	2510	2979	2872	2725	3373	1558	1838	1860	3508	3008	3357	1192	1779	4002	1900	1604	2021	2287	983	1937	820	2295	3150	1789	2436	1906
ENSG00000153253	9	37	28	79	57	29	25	33	73	41	42	57	49	28	38	49	16	14	22	24	0	41	7	20	46	148	31	58
ENSG00000153266	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153283	88	163	388	207	192	454	505	239	132	249	322	591	397	189	164	388	289	148	236	146	120	133	129	249	366	191	203	276
ENSG00000153291	60	1027	377	749	151	1140	817	812	340	1998	415	1635	1570	1953	701	226	1082	171	1847	671	916	836	1201	1689	1029	738	2024	961
ENSG00000153292	94	50	275	58	1051	120	165	4	58	292	218	70	174	56	40	255	31	44	53	120	35	10	8	162	143	52	96	91
ENSG00000153294	11	2	2	0	4	3	2	7	0	0	13	0	2	10	0	4	2	0	2	6	0	0	0	0	0	1	5	0
ENSG00000153303	7	0	0	1	3	2	8	4	6	6	7	8	1	0	2	28	0	2	1	5	0	3	0	7	2	1	0	4
ENSG00000153310	179	288	989	839	533	1115	1294	814	331	277	625	773	1375	1284	1042	560	820	341	628	589	786	704	418	701	1013	324	750	954
ENSG00000153317	590	655	1942	1706	1212	1287	2924	1135	727	944	1399	1678	2273	1228	1172	1474	1035	897	912	1146	684	1035	581	1275	1767	852	1140	1314
ENSG00000153339	114	354	1588	836	384	1013	1470	1091	460	540	661	851	1782	1757	1956	513	925	429	898	633	1200	802	679	825	1414	498	1031	1644
ENSG00000153347	0	33	9	19	8	148	0	6	1	1	6	11	0	26	18	11	31	1	10	8	14	27	0	9	12	6	9	37
ENSG00000153363	375	454	354	683	453	512	380	678	443	498	522	315	430	544	700	487	743	558	604	674	433	633	745	541	430	485	295	662
ENSG00000153391	77	173	244	270	294	228	187	216	177	170	267	221	191	224	412	253	289	355	315	156	302	362	260	287	281	231	213	285
ENSG00000153395	255	949	1190	1187	780	955	1012	1134	589	647	852	1560	1233	1135	632	1107	721	760	1691	1078	1438	683	986	1135	780	794	939	916
ENSG00000153404	47	69	247	99	72	99	437	54	91	83	141	51	301	59	212	201	98	120	134	241	47	144	4	126	333	52	66	280
ENSG00000153406	1424	2690	1212	1399	1129	1271	1219	2225	1427	1961	972	1222	1600	2134	1922	1632	1981	2027	2297	2126	2765	2352	3427	1770	1318	1405	1205	1406
ENSG00000153443	184	247	307	240	322	235	438	258	308	308	210	225	344	231	265	513	219	224	419	496	186	362	579	547	357	149	159	250
ENSG00000153446	92	29	128	18	301	75	470	67	86	42	57	58	193	23	29	133	52	22	16	73	0	92	37	153	87	16	8	75
ENSG00000153485	171	235	553	533	349	429	510	535	266	200	502	396	642	800	1364	495	558	668	491	672	888	902	757	397	715	194	325	865
ENSG00000153487	397	307	971	863	972	1765	1249	716	540	355	1042	677	1223	809	1167	777	889	891	861	1576	516	1089	880	1477	968	779	734	1447
ENSG00000153495	16	71	5	19	14	10	7	9	10	41	26	18	24	36	23	12	19	2	52	8	2	28	20	23	7	26	20	8
ENSG00000153498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153531	55	47	78	222	69	73	160	147	88	100	106	77	106	44	97	204	234	75	169	88	144	104	162	77	117	266	92	319
ENSG00000153551	240	212	318	205	303	246	463	197	347	281	506	619	524	245	399	548	230	245	353	154	279	272	66	388	282	213	705	278
ENSG00000153558	69	150	140	177	107	478	439	124	139	296	193	187	357	78	164	162	135	87	117	205	57	153	11	220	332	101	183	119
ENSG00000153560	332	688	2812	1613	655	1327	2815	1584	885	947	1610	1597	2724	2470	1848	1372	1357	933	1424	1837	1468	1336	836	1581	1792	722	1417	2055
ENSG00000153561	330	570	2787	1498	967	1343	1881	1745	882	700	1515	1280	2569	2576	2621	781	1432	1379	1463	1565	2257	1728	1477	1243	1570	1400	1289	2709
ENSG00000153563	81	159	681	248	471	479	584	274	348	201	381	979	508	209	204	619	286	270	198	421	138	182	133	281	436	144	128	518
ENSG00000153574	298	203	334	372	507	454	426	380	353	392	438	445	430	381	349	390	304	379	611	438	337	487	355	304	351	879	402	408
ENSG00000153684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153707	164	585	604	448	197	1152	635	204	419	237	348	384	1155	1005	386	333	954	132	311	148	89	328	574	411	424	260	203	1060
