gene_id	ERR031017	ERR031018	ERR031019	ERR031022	ERR031023	ERR031024	ERR031025	ERR031026	ERR031027	ERR031028	ERR031029	ERR031030	ERR031031	ERR031032	ERR031033	ERR031035	ERR031038	ERR031039	ERR031040	ERR031041	ERR031042	ERR031043	ERR031044	ERR299295	ERR299296	ERR299297	ERR299298	ERR299299
ENSG00000196767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196787	0	0	0	0	0	0	2	16	0	0	0	0	7	6	5	4	0	8	16	15	29	0	8	12	0	0	0	3
ENSG00000196800	0	20	0	4	0	2	0	0	0	0	0	0	0	7	0	0	4	0	0	5	0	0	0	0	2	2	0	0
ENSG00000196805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196834	5	707	275	207	48	121	126	176	33	27	59	64	372	3263	88	32	162	51	152	323	118	227	198	687	308	1460	59	212
ENSG00000196839	37	120	139	151	98	110	294	155	83	154	179	250	132	53	64	208	102	43	116	68	59	61	44	184	183	65	155	106
ENSG00000196844	0	20	0	1	0	21	2	1	2	89	2	33	0	8	4	8	47	17	70	0	4	0	10	24	0	155	39	10
ENSG00000196859	0	2	0	0	3	1	0	0	2	0	1	0	10	0	0	0	1	0	0	8	0	0	0	4	4	0	0	0
ENSG00000196878	782	115	2838	188	2702	393	1953	42	804	85	1631	333	1298	100	677	1720	203	909	479	1480	184	754	29	535	1871	63	163	852
ENSG00000196893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197016	127	291	302	342	183	329	376	321	233	268	190	299	563	649	334	173	242	158	350	262	350	324	420	260	303	276	237	326
ENSG00000197046	10	0	20	2	59	4	31	1	14	7	29	14	22	7	7	29	8	2	7	0	0	0	0	9	16	11	37	10
ENSG00000197084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197106	0	10	18	98	2	4	8	11	0	0	5	9	12	103	12	6	11	14	0	12	288	22	19	8	12	1	5	13
ENSG00000197121	107	140	685	404	312	377	799	224	203	182	372	334	695	466	648	357	371	302	346	381	262	257	203	296	795	113	247	647
ENSG00000197123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197149	2	4	3	0	4	3	8	0	6	4	0	0	16	5	1	0	4	2	2	0	4	1	0	8	1	2	0	0
ENSG00000197162	267	486	689	510	447	566	622	554	503	622	596	664	519	447	447	612	503	488	619	703	193	422	433	803	550	620	489	546
ENSG00000197171	5	0	0	2	0	0	0	13	0	0	0	0	0	4	8	0	0	0	1	0	0	0	0	2	4	0	0	0
ENSG00000197177	0	0	4	2	0	0	5	0	8	0	0	0	13	0	4	0	0	4	0	0	0	0	0	2	6	0	0	0
ENSG00000197214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197238	0	2	2	1	5	6	3	8	1	7	3	3	1	0	2	0	9	22	28	9	17	0	1	13	1	10	5	4
ENSG00000197258	0	0	1	0	0	2	1	1	3	0	0	1	4	1	1	0	1	1	3	3	0	2	1	1	0	1	1	2
ENSG00000197272	2	4	0	0	4	2	0	7	0	0	2	0	0	2	0	0	0	0	0	0	2	5	0	6	0	0	0	0
ENSG00000197308	28	1	9	0	25	6	6	0	19	0	17	0	11	0	17	6	2	4	5	11	0	8	0	9	17	0	5	5
ENSG00000197309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197334	0	2	3	6	0	5	0	0	0	5	0	2	0	2	3	0	5	0	2	1	2	0	1	1	2	1	0	1
ENSG00000197360	0	5	0	0	2	0	0	0	2	0	4	4	12	0	0	0	2	2	0	0	0	0	3	0	4	0	0	0
ENSG00000197361	137	201	205	80	206	114	288	91	337	156	334	225	396	101	200	311	145	212	168	269	128	178	62	232	159	95	111	179
ENSG00000197364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197428	0	3	0	1	0	37	0	1	0	42	2	57	0	0	0	0	1	0	4	0	5	6	0	16	6	12	0	2
ENSG00000197468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197498	392	542	793	1077	823	862	705	771	589	1311	808	994	843	1408	1181	920	1039	478	1358	767	2225	1540	1381	697	881	1492	1324	1092
ENSG00000197549	0	0	2	0	0	0	22	0	2	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	7
ENSG00000197584	1	65	13	192	3	4	17	140	0	19	7	20	77	45	0	0	54	2	8	26	10	16	429	66	25	16	4	55
ENSG00000197587	0	9	2	1	0	2	0	0	0	0	0	3	5	8	0	1	2	0	5	0	0	1	0	0	0	2	0	1
ENSG00000197616	0	25	12	23	2	0	138	5	29	23	8	2	12	0	6	11	21	0	0	17	6	11	23	0	77	0	2	4
ENSG00000197627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197641	17	23	6	1	28	24	0	0	16	1	44	0	0	0	6	17	3	0	0	0	0	0	0	4	7	2	3	0
ENSG00000197651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197674	0	59	64	318	10	90	13	386	0	71	16	60	84	2291	58	2	497	11	32	118	102	125	332	265	35	79	308	167
ENSG00000197683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197692	0	0	0	3	0	1	0	0	0	4	0	3	0	2	0	0	0	2	13	0	15	0	0	0	0	5	3	0
ENSG00000197721	0	0	7	0	1	2	1	0	0	0	5	4	2	0	0	1	2	4	0	1	0	19	0	2	1	0	0	2
ENSG00000197757	10	459	34	277	48	610	6	586	8	159	3	252	127	569	17	29	195	117	535	64	847	32	651	316	5	459	244	134
ENSG00000197794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197815	61	388	58	140	119	921	148	218	110	655	213	328	117	167	36	170	200	76	297	221	57	148	390	372	100	328	214	91
ENSG00000197866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197880	0	0	3	0	2	4	0	0	2	12	0	4	0	0	1	0	2	4	3	0	0	0	0	1	3	0	0	6
ENSG00000197893	5	14	4	175	0	3	0	30	11	0	122	2	7	2	0	2	2	6	0	0	51	0	5	0	0	2	0	10
ENSG00000197919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197976	411	897	838	581	595	532	1133	730	530	928	788	773	953	669	635	842	542	563	907	974	336	650	748	866	871	391	695	662
ENSG00000197984	0	12	38	29	0	8	1	111	0	10	2	37	2	42	16	0	83	2	0	14	26	6	33	12	2	16	67	40
ENSG00000197990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198003	74	104	14	16	20	21	30	11	45	51	38	12	19	26	20	23	25	26	10	8	6	0	14	11	32	9	14	11
ENSG00000198021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198028	0	2	34	7	0	0	0	0	3	0	0	2	0	3	0	0	1	12	0	8	147	6	0	0	0	0	0	41
ENSG00000198060	459	396	1500	1389	634	1134	1555	1817	671	338	918	748	1535	2893	2462	822	987	1268	1192	1383	2573	1644	1568	1093	1436	640	1009	1893
ENSG00000198083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198178	0	6	11	0	4	3	4	0	0	0	0	0	8	2	0	0	0	0	0	4	0	0	0	1	0	0	0	0
ENSG00000198203	51	95	41	64	28	83	77	16	34	266	46	220	112	98	14	21	56	13	60	61	142	37	28	38	55	123	108	48
ENSG00000198211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198217	0	8	13	19	2	2	0	24	0	0	2	9	0	65	2	4	50	0	0	7	28	14	11	12	0	5	22	38
ENSG00000198271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198353	23	517	23	331	23	574	6	271	51	258	16	156	233	493	14	5	183	51	375	43	885	121	981	351	10	590	81	146
ENSG00000198367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198398	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198452	0	0	3	2	4	2	0	0	3	0	0	0	8	3	6	2	0	0	0	0	2	0	0	0	7	0	0	12
ENSG00000198454	3	10	0	0	0	2	3	0	0	3	0	0	1	0	0	0	1	2	2	3	0	0	0	0	4	2	0	0
ENSG00000198488	32	17	9	16	18	853	9	5	29	27	14	7	31	255	5	6	16	19	4	23	239	0	20	30	14	11	19	72
ENSG00000198502	9	48	9	3603	224	133	108	54	21	0	101	112	49	33	193	86	57	6	1	243	164	60	62	1	4382	47	46	63
ENSG00000198535	0	7	92	3	7	7	24	14	2	0	32	14	59	3	20	59	33	8	8	24	0	98	0	20	36	11	71	42
ENSG00000198542	0	4	61	63	11	35	349	67	1	6	16	87	228	510	11	13	8	10	54	17	77	4	4	24	27	17	31	22
ENSG00000198555	0	1	0	2	0	0	2	2	2	0	0	0	3	4	1	0	0	1	3	0	10	0	3	0	2	2	0	0
ENSG00000198570	0	4	0	35	0	2	4	19	1	1	0	0	0	2	14	6	29	0	4	2	0	16	18	0	69	2	15	19
ENSG00000198573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198589	2196	1323	4630	2368	1516	3177	2385	3527	4787	1000	1734	1462	4399	11965	3572	1252	2151	1971	2409	2455	2311	2827	3314	1855	2187	1872	1830	5258
ENSG00000198646	670	1022	2965	1214	807	1051	2548	1502	983	814	1035	925	2041	1891	1917	1334	1106	1458	1352	1755	1264	1323	1012	1207	1871	843	1137	1939
ENSG00000198670	7	28	113	8	61	21	24	0	19	55	15	38	95	19	24	25	21	20	21	58	0	71	4	38	14	0	10	10
ENSG00000198671	5	2	0	0	0	5	1	0	1	4	0	4	1	1	0	2	1	0	1	0	0	0	3	5	3	2	1	0
ENSG00000198674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198681	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198692	223	279	454	819	459	802	936	715	326	445	731	609	1039	994	1574	493	740	464	662	860	1403	1442	1033	581	912	394	542	861
ENSG00000198703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198723	0	14	6	0	21	9	5	3	4	318	11	11	4	8	2	2	17	55	117	10	6	6	6	44	7	17	3	22
ENSG00000198729	43	13	19	16	5	7	69	0	12	6	61	8	69	35	23	30	13	11	2	56	13	42	0	0	48	0	1	13
ENSG00000198739	2	3	0	0	6	37	6	25	0	2	14	0	0	0	1	0	0	2	2	0	3	0	8	29	3	0	0	0
ENSG00000198744	2658	500	133	127	20081	17178	249	436	552	217	136	85	161	104	82	247	150	325	116	224	395	173	267	29	114	156	177	214
ENSG00000198752	895	1103	4139	1254	908	735	3070	1700	1197	648	854	970	3442	3210	1880	1152	915	1324	978	2230	906	1079	864	1143	1728	593	795	3077
ENSG00000198758	4	15	0	0	19	1	0	0	2	0	0	0	0	0	8	4	4	0	0	0	0	6	0	0	12	0	0	4
ENSG00000198759	3	3	4	4	35	16	55	3	2	4	12	4	0	0	7	0	0	5	0	2	8	0	0	12	23	1	4	0
ENSG00000198765	0	0	1	1	0	1	1	0	0	2	4	1	4	4	0	0	0	0	5	1	0	0	5	6	3	9	1	1
ENSG00000198774	13	3	185	44	53	85	93	38	33	75	37	65	155	96	103	28	74	31	31	113	49	65	48	46	108	21	58	54
ENSG00000198787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198788	14	47	7	67	105	2	0	14	10	27	0	12	101	24	2	3	3	4	2	47	227	10	4	0	0	13	32	6
ENSG00000198798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198829	0	16	9	14	6	168	26	14	0	13	6	26	43	31	0	0	1	8	5	12	2	0	17	397	5	0	30	8
ENSG00000198842	0	9	0	63	4	0	43	1	2	0	27	0	0	0	0	8	0	1	5	2	0	0	17	0	15	0	2	0
ENSG00000198883	0	8	1	0	0	0	0	9	0	4	5	3	6	0	1	0	0	0	0	0	0	0	0	4	2	0	2	0
ENSG00000198914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198932	543	680	1982	953	684	803	1854	700	755	1276	1322	1523	2332	547	978	993	742	516	769	1186	433	1267	368	903	1617	451	856	1118
ENSG00000198947	352	820	1674	1011	576	1215	1893	539	633	844	955	1205	3040	1129	1332	867	800	567	910	1063	535	902	413	1065	1251	866	1579	1160
ENSG00000198965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199156	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199172	0	0	6	3	0	0	2	0	3	0	3	1	0	0	4	2	0	0	2	5	0	0	0	1	4	0	5	1
ENSG00000199177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199313	0	0	2	4	1	0	4	1	0	4	2	0	21	1	0	0	1	0	4	0	0	0	0	4	0	1	1	0
ENSG00000199315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199370	0	0	6	180	1	10	4	102	0	61	0	3	13	108	13	0	13	15	15	80	1135	47	21	3	11	4	0	13
ENSG00000199378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
