gene_id	ERR5671402	ERR5671403	ERR5671404	ERR5671405	ERR5671406	ERR5671407	ERR5671408	ERR5671409	ERR5671410
ENSMUSG00000031364	1	0	0	4	2	10	8	16	0
ENSMUSG00000031372	0	0	0	0	0	0	0	1	1
ENSMUSG00000031384	0	0	0	0	0	0	0	0	0
ENSMUSG00000031385	4	6	13	0	0	6	18	1	4
ENSMUSG00000031390	0	0	0	0	0	0	0	0	0
ENSMUSG00000031392	3289	3133	2959	3359	3098	2547	3099	2861	3746
ENSMUSG00000031410	0	4	0	3	4	2	4	15	0
ENSMUSG00000031411	0	0	0	0	0	0	0	0	0
ENSMUSG00000031424	0	0	0	0	0	0	0	0	0
ENSMUSG00000031430	0	0	0	0	0	0	0	0	0
ENSMUSG00000031445	0	0	0	0	0	0	0	0	0
ENSMUSG00000031448	0	21	0	0	3	4	7	49	4
ENSMUSG00000031449	0	0	0	0	0	0	0	0	0
ENSMUSG00000031452	4	3	2	0	0	7	0	2	17
ENSMUSG00000031461	11	148	44	8	15	48	266	466	204
ENSMUSG00000031471	0	0	0	0	0	0	0	0	0
ENSMUSG00000031482	830	851	799	881	847	671	932	894	760
ENSMUSG00000031489	22	58	14	24	11	29	1	14	0
ENSMUSG00000031491	0	0	0	0	0	0	0	0	0
ENSMUSG00000031492	0	0	0	0	0	0	0	0	0
ENSMUSG00000031494	0	0	0	0	0	0	0	0	0
ENSMUSG00000031495	0	0	0	0	0	0	0	0	0
ENSMUSG00000031509	0	0	0	0	0	0	2	0	0
ENSMUSG00000031510	0	2	0	0	0	0	0	0	0
ENSMUSG00000031513	2326	2510	2080	2397	2393	1790	2153	2151	2659
ENSMUSG00000031535	0	0	0	0	0	0	0	0	0
ENSMUSG00000031536	683	811	781	865	881	794	792	681	788
ENSMUSG00000031548	1242	13202	1755	4101	7717	11968	2175	6672	229
ENSMUSG00000031549	3	1	9	9	1	7	0	5	2
ENSMUSG00000031553	2	0	0	4	0	6	7	6	7
ENSMUSG00000031576	4	30	13	17	6	9	0	10	9
ENSMUSG00000031577	725	653	625	603	613	565	756	580	729
ENSMUSG00000031594	9	4	0	2	19	2	0	8	5
ENSMUSG00000031603	0	0	0	0	0	0	0	0	0
ENSMUSG00000031604	5379	5795	5983	6813	6292	5030	5298	4351	4016
ENSMUSG00000031610	0	0	0	0	0	0	0	0	0
ENSMUSG00000031613	48	170	46	96	62	95	137	147	3
ENSMUSG00000031620	0	0	0	0	0	0	0	0	0
ENSMUSG00000031621	0	0	0	0	0	0	0	0	0
ENSMUSG00000031626	17	49	139	103	57	52	69	66	37
ENSMUSG00000031635	4	0	3	0	0	0	0	0	2
ENSMUSG00000031636	7	148	31	6	17	53	431	402	245
ENSMUSG00000031640	0	0	1	0	0	0	0	0	0
ENSMUSG00000031645	0	0	0	0	0	2	0	0	0
ENSMUSG00000031651	0	0	0	0	0	0	0	0	0
ENSMUSG00000031688	0	0	0	0	0	0	0	0	0
ENSMUSG00000031697	1640	1421	1366	1577	1496	903	1773	1783	2789
ENSMUSG00000031722	168	447	532	210	102	361	133	386	12
ENSMUSG00000031725	11	4	10	12	0	2	0	0	13
ENSMUSG00000031728	341	475	344	392	420	389	383	394	344
ENSMUSG00000031738	0	0	0	0	0	0	0	0	0
ENSMUSG00000031754	3710	3380	3011	3517	3462	2866	3806	3404	4443
ENSMUSG00000031757	0	0	0	0	0	0	0	0	0
ENSMUSG00000031766	0	0	0	0	0	0	0	0	2
ENSMUSG00000031779	0	0	0	2	0	0	0	0	0
ENSMUSG00000031786	2	0	0	0	0	0	0	0	0
ENSMUSG00000031789	21	34	24	1	13	22	13	0	8
ENSMUSG00000031796	1291	1225	962	1324	1119	948	1252	1133	1178
ENSMUSG00000031809	0	0	0	0	0	0	0	0	0
ENSMUSG00000031831	0	0	0	0	0	1	0	0	0
ENSMUSG00000031835	9912	9820	7990	9744	9077	7675	7822	8765	7264
ENSMUSG00000031842	0	1	1	0	2	3	1	2	2
ENSMUSG00000031844	0	0	0	0	0	0	0	0	0
ENSMUSG00000031848	2082	1607	1416	1643	1502	933	1793	1489	1715
ENSMUSG00000031849	1022	2000	505	889	975	2014	195	478	63
ENSMUSG00000031853	6	15	15	0	5	8	0	10	4
ENSMUSG00000031860	17	30	15	33	19	11	25	11	9
ENSMUSG00000031876	0	0	0	0	0	0	0	0	0
ENSMUSG00000031881	0	0	0	0	0	0	0	0	0
ENSMUSG00000031884	0	0	0	0	0	0	0	0	0
ENSMUSG00000031893	0	0	0	0	0	1	0	0	0
ENSMUSG00000031898	0	0	0	0	0	0	0	0	0
ENSMUSG00000031910	8	7	9	2	0	0	0	1	31
ENSMUSG00000031927	55	0	48	12	0	7	21	0	297
ENSMUSG00000031933	0	0	0	0	0	0	0	0	0
ENSMUSG00000031936	7	21	1	2	4	31	2	11	0
ENSMUSG00000031952	11	14	0	2	6	5	0	10	0
ENSMUSG00000031957	0	9	0	0	0	0	4	7	18
ENSMUSG00000031962	4	53	7	6	5	18	107	87	99
ENSMUSG00000031965	0	0	0	0	0	0	0	0	0
ENSMUSG00000031966	0	0	0	0	0	0	0	0	0
ENSMUSG00000031969	1431	1527	1459	1601	1562	1315	1543	1502	1179
ENSMUSG00000031970	0	24	2	2	4	4	26	9	18
ENSMUSG00000031980	10	9	206	38	19	40	17	11	9
ENSMUSG00000031991	0	0	0	0	0	0	0	0	0
ENSMUSG00000031994	49	2	2	1	6	2	10	2	108
ENSMUSG00000031995	0	23	7	19	12	11	14	8	24
ENSMUSG00000031996	6548	6059	7897	7297	7344	6303	6281	7095	7024
ENSMUSG00000032017	8	0	0	0	6	8	0	8	11
ENSMUSG00000032023	0	0	0	0	0	0	0	0	0
ENSMUSG00000032028	0	0	2	0	0	0	0	0	0
ENSMUSG00000032033	0	0	0	0	0	0	0	2	0
ENSMUSG00000032034	0	0	0	0	0	0	0	0	0
ENSMUSG00000032046	3477	3152	2786	3168	2831	2030	2931	2668	2932
ENSMUSG00000032048	0	0	0	0	0	0	0	0	0
ENSMUSG00000032053	0	4	0	0	0	2	0	0	0
ENSMUSG00000032065	0	0	0	0	0	0	0	0	0
ENSMUSG00000032068	0	10	11	13	7	10	8	16	52
ENSMUSG00000032076	16	20	19	14	11	7	56	27	331
ENSMUSG00000032079	0	0	0	0	0	0	0	0	0
ENSMUSG00000032080	0	0	0	0	0	0	0	0	0
ENSMUSG00000032081	0	0	0	0	0	0	0	0	0
ENSMUSG00000032087	0	0	0	2	0	0	0	0	0
ENSMUSG00000032089	0	2	0	0	0	0	0	0	0
ENSMUSG00000032091	0	0	0	0	0	0	0	0	0
ENSMUSG00000032092	2	7	13	13	8	2	1	0	16
ENSMUSG00000032093	0	0	0	0	0	0	0	0	0
ENSMUSG00000032094	0	0	0	0	0	0	0	0	0
ENSMUSG00000032098	0	0	0	0	0	0	0	0	0
ENSMUSG00000032099	0	0	0	0	0	0	0	0	0
ENSMUSG00000032101	12	35	13	11	23	6	21	25	15
ENSMUSG00000032105	0	0	0	0	2	0	0	0	0
ENSMUSG00000032108	0	0	0	0	0	0	0	0	0
ENSMUSG00000032110	0	0	0	0	0	0	0	0	0
ENSMUSG00000032123	1962	2131	1676	1998	1897	1680	1912	1962	1849
ENSMUSG00000032125	0	0	0	0	0	0	2	0	0
ENSMUSG00000032204	0	0	0	2	0	0	0	0	0
ENSMUSG00000032226	0	0	0	0	0	0	0	1	0
ENSMUSG00000032243	745	2176	65	991	1107	2417	318	765	82
ENSMUSG00000032264	1942	1557	1670	1906	1612	1353	2047	1715	2385
ENSMUSG00000032269	0	0	0	0	0	0	0	0	0
ENSMUSG00000032274	0	0	0	0	0	0	0	0	0
ENSMUSG00000032278	0	0	0	0	0	0	0	0	0
ENSMUSG00000032292	0	0	0	0	0	0	0	0	0
ENSMUSG00000032303	0	0	0	0	0	0	0	0	0
ENSMUSG00000032310	0	0	0	0	0	0	0	0	0
ENSMUSG00000032313	0	0	0	0	0	0	0	0	0
ENSMUSG00000032315	6	0	17	0	0	2	24	8	618
ENSMUSG00000032323	0	0	0	0	0	0	0	0	0
ENSMUSG00000032327	0	0	0	0	0	0	0	0	0
ENSMUSG00000032338	0	5	0	2	8	10	2	8	0
ENSMUSG00000032343	0	0	0	0	0	0	0	0	0
ENSMUSG00000032346	4	9	0	1	6	4	0	6	19
ENSMUSG00000032357	0	0	0	0	0	0	0	0	0
ENSMUSG00000032358	0	0	0	0	0	0	0	0	0
ENSMUSG00000032376	1135	916	1027	1162	953	875	1139	911	1377
ENSMUSG00000032394	0	0	0	0	0	0	0	0	0
ENSMUSG00000032401	13	2	23	14	12	13	4	4	0
ENSMUSG00000032420	94	63	129	31	50	35	63	33	1413
ENSMUSG00000032422	1131	1302	1209	1357	1312	1433	1232	1201	988
ENSMUSG00000032431	5475	6270	4347	5576	5665	4612	4863	5132	3867
ENSMUSG00000032443	2	0	6	9	2	7	12	0	0
ENSMUSG00000032451	0	0	0	0	0	0	0	0	0
ENSMUSG00000032493	0	0	0	0	0	0	0	0	0
ENSMUSG00000032496	0	0	2	0	0	0	0	0	0
ENSMUSG00000032503	15	86	16	3	0	26	143	201	86
ENSMUSG00000032511	0	75	13	0	0	22	115	156	81
ENSMUSG00000032514	5	15	4	19	16	11	0	2	2
ENSMUSG00000032517	0	0	0	0	0	0	0	0	0
ENSMUSG00000032526	393	421	374	521	398	427	368	395	434
ENSMUSG00000032528	11	13	0	6	33	10	18	24	8
ENSMUSG00000032530	20	6	24	0	8	13	10	18	0
ENSMUSG00000032537	6	0	0	3	0	15	25	20	1
ENSMUSG00000032551	315	362	330	364	317	354	262	264	311
ENSMUSG00000032566	0	0	0	0	0	0	0	0	0
ENSMUSG00000032583	658	674	488	541	525	475	545	548	454
ENSMUSG00000032594	4023	3906	3421	3746	3646	3140	3364	3246	3021
ENSMUSG00000032623	0	0	0	0	0	0	0	0	0
ENSMUSG00000032648	10	69	15	8	10	11	149	119	89
ENSMUSG00000032671	2	0	0	2	0	2	3	1	0
ENSMUSG00000032690	0	12	2	8	0	0	0	4	0
ENSMUSG00000032739	0	0	0	0	0	0	0	0	0
ENSMUSG00000032743	1354	1406	1477	1523	1272	1425	1225	1233	1296
ENSMUSG00000032758	0	0	0	0	0	0	0	0	0
ENSMUSG00000032766	1503	1466	1429	1436	1252	1137	1955	1489	2704
ENSMUSG00000032769	4	0	13	6	4	0	1	2	16
ENSMUSG00000032773	0	0	0	0	0	0	0	0	0
ENSMUSG00000032807	0	0	0	0	0	0	0	0	0
ENSMUSG00000032808	0	0	0	0	0	0	0	0	0
ENSMUSG00000032852	0	0	0	0	0	0	0	0	0
ENSMUSG00000032864	0	0	0	0	0	0	0	0	2
ENSMUSG00000032889	0	42	0	40	28	50	24	44	0
ENSMUSG00000032894	0	0	0	0	0	0	0	0	0
ENSMUSG00000032911	7709	2617	6145	4827	4219	2976	4300	2409	11900
ENSMUSG00000032915	0	0	0	0	0	0	0	0	0
ENSMUSG00000032921	0	0	0	0	0	0	0	0	0
ENSMUSG00000032936	0	0	0	0	0	0	0	0	0
ENSMUSG00000032937	0	0	0	0	0	0	0	0	0
ENSMUSG00000032942	1	3	0	0	0	4	16	4	0
ENSMUSG00000032948	0	0	0	0	0	0	0	0	0
ENSMUSG00000032968	22	95	14	9	34	51	180	155	54
ENSMUSG00000032978	0	0	0	0	0	0	0	0	0
ENSMUSG00000032987	0	0	0	0	0	0	0	0	0
ENSMUSG00000032988	0	0	0	0	0	0	0	0	0
ENSMUSG00000033007	0	0	0	0	0	0	0	0	0
ENSMUSG00000033015	0	0	0	0	0	0	0	0	0
ENSMUSG00000033024	0	0	0	0	0	0	0	0	0
ENSMUSG00000033027	0	0	0	0	0	0	0	0	0
ENSMUSG00000033032	18	57	3	21	50	25	98	69	79
ENSMUSG00000033036	0	0	0	0	0	0	0	0	0
ENSMUSG00000033044	0	10	2	0	0	0	23	25	0
ENSMUSG00000033053	0	0	0	0	0	0	0	0	0
ENSMUSG00000033061	0	2	0	0	0	0	0	0	0
ENSMUSG00000033063	0	0	0	0	0	0	0	0	0
ENSMUSG00000033080	0	0	0	0	0	0	0	0	0
ENSMUSG00000033122	0	0	0	0	0	0	0	0	0
ENSMUSG00000033156	0	0	0	0	0	0	0	0	0
ENSMUSG00000033170	2	0	2	4	0	6	5	13	11
ENSMUSG00000033182	4	11	4	10	0	0	0	2	0
ENSMUSG00000033196	0	14	0	0	1	0	8	18	0
ENSMUSG00000033200	0	0	0	0	0	0	0	0	0
ENSMUSG00000033210	0	0	0	0	0	0	0	0	0
ENSMUSG00000033219	0	0	0	0	0	0	0	0	0
ENSMUSG00000033220	6	33	0	0	13	1	0	4	1
ENSMUSG00000033255	0	0	0	0	0	0	0	0	0
ENSMUSG00000033306	9618	10889	14727	22834	12156	17487	11317	12496	18595
ENSMUSG00000033316	37	13	0	21	0	18	44	43	3
ENSMUSG00000033342	0	0	0	0	0	0	0	0	0
ENSMUSG00000033343	0	0	0	0	0	0	0	0	0
ENSMUSG00000033383	0	0	0	0	0	0	0	0	0
ENSMUSG00000033450	7	3	60	127	0	34	0	1	2
ENSMUSG00000033453	1	34	46	0	4	10	6	16	0
ENSMUSG00000033470	0	0	0	0	0	0	0	0	0
ENSMUSG00000033488	124	135	169	168	183	174	144	159	99
ENSMUSG00000033501	5	7	0	12	21	6	6	3	0
ENSMUSG00000033590	0	2	11	3	0	11	1	0	0
ENSMUSG00000033685	5039	2559	2260	5647	4721	1924	205	145	187
ENSMUSG00000033726	0	0	0	0	0	0	2	0	0
ENSMUSG00000033731	0	0	0	0	0	2	0	0	0
ENSMUSG00000033739	195	246	257	246	235	228	202	219	155
ENSMUSG00000033765	0	0	0	0	0	0	0	0	0
ENSMUSG00000033768	33	16	20	30	2	2	55	27	61
ENSMUSG00000033777	4	15	0	6	2	0	0	6	6
ENSMUSG00000033792	1093	1385	1388	1418	988	1774	830	1021	1264
ENSMUSG00000033794	0	0	0	0	0	0	0	0	0
ENSMUSG00000033825	0	0	0	0	0	0	0	0	0
ENSMUSG00000033831	0	0	0	0	0	0	0	0	0
ENSMUSG00000033837	0	0	0	0	0	0	0	0	2
ENSMUSG00000033850	0	0	0	0	0	0	0	0	0
ENSMUSG00000033860	0	0	0	0	0	0	0	0	0
ENSMUSG00000033872	0	0	0	0	0	0	0	0	0
ENSMUSG00000033898	0	0	0	0	0	0	0	0	0
ENSMUSG00000033904	436	394	436	566	401	652	450	344	928
ENSMUSG00000033963	0	0	0	0	0	0	0	0	0
ENSMUSG00000033970	1033	679	748	1004	877	563	1100	862	1169
ENSMUSG00000033985	542	850	795	672	733	495	512	480	481
ENSMUSG00000034000	0	0	0	0	0	0	0	0	0
ENSMUSG00000034028	0	0	0	0	0	0	0	0	0
ENSMUSG00000034031	0	0	0	0	0	0	0	0	0
ENSMUSG00000034037	2	5	6	0	0	1	0	2	2
ENSMUSG00000034039	0	0	0	0	0	0	0	0	0
ENSMUSG00000034059	14	11	10	16	14	26	2	1	1
ENSMUSG00000034087	0	0	0	0	0	0	0	0	0
ENSMUSG00000034098	0	0	0	0	0	0	0	0	4
ENSMUSG00000034109	3729	3776	3617	5158	5036	5337	3516	3655	5784
ENSMUSG00000034112	0	0	0	0	0	0	0	0	0
ENSMUSG00000034115	0	0	0	0	0	0	0	0	0
ENSMUSG00000034121	215	271	191	272	225	241	238	184	161
ENSMUSG00000034122	0	0	0	0	0	0	0	0	0
ENSMUSG00000034127	0	0	0	0	0	1	0	0	0
ENSMUSG00000034139	0	0	0	0	0	0	0	0	0
ENSMUSG00000034145	0	0	0	0	0	0	0	0	0
ENSMUSG00000034164	3	19	17	20	30	14	21	7	0
ENSMUSG00000034185	0	0	0	0	0	0	0	0	0
ENSMUSG00000034218	1133	968	1417	2391	1137	2603	1242	1312	4262
ENSMUSG00000034219	0	0	0	0	0	0	0	1	0
ENSMUSG00000034239	0	0	0	0	0	0	0	0	0
ENSMUSG00000034248	2588	1816	2994	2940	1962	2678	1854	2143	3808
ENSMUSG00000034252	1931	2062	2069	2883	1922	3487	2040	2198	3605
ENSMUSG00000034275	370	414	423	527	490	362	438	419	823
ENSMUSG00000034310	2	0	0	0	0	0	0	0	0
ENSMUSG00000034334	125	140	119	130	150	134	124	114	144
ENSMUSG00000034339	0	0	0	0	0	2	0	0	0
ENSMUSG00000034359	0	0	0	0	0	0	0	0	0
ENSMUSG00000034362	0	0	0	0	0	0	0	0	0
ENSMUSG00000034382	4	0	0	4	1	4	4	4	0
ENSMUSG00000034384	0	0	0	0	0	0	0	0	0
ENSMUSG00000034387	0	0	0	0	0	0	0	0	0
ENSMUSG00000034416	0	0	0	0	0	0	0	0	2
ENSMUSG00000034450	0	0	0	0	0	0	0	0	0
ENSMUSG00000034452	0	0	0	0	0	0	0	0	0
ENSMUSG00000034456	9	9	16	3	0	4	5	0	4
ENSMUSG00000034467	2	0	0	0	0	0	0	0	0
ENSMUSG00000034472	8	6	0	3	0	0	7	0	5
ENSMUSG00000034482	0	0	0	0	0	0	0	0	0
ENSMUSG00000034486	25	70	2	41	52	31	6	16	2
ENSMUSG00000034501	726	809	759	874	654	614	689	631	759
ENSMUSG00000034532	0	21	4	2	10	5	6	0	4
ENSMUSG00000034533	0	0	0	0	0	0	0	0	0
ENSMUSG00000034552	0	0	0	0	0	0	0	0	0
ENSMUSG00000034570	0	2	0	0	0	0	0	0	0
ENSMUSG00000034583	0	0	0	0	0	0	0	0	0
ENSMUSG00000034587	101	75	7	223	230	163	95	106	27
ENSMUSG00000034602	5715	7270	5596	6113	6551	5951	6286	5816	4684
ENSMUSG00000034607	0	0	0	0	0	0	0	0	0
ENSMUSG00000034614	101	239	72	263	307	441	75	119	12
ENSMUSG00000034616	425	619	533	430	426	577	382	308	171
ENSMUSG00000034623	0	0	0	0	0	0	0	0	2
ENSMUSG00000034634	0	0	0	0	0	0	0	0	0
ENSMUSG00000034641	0	9	0	3	6	0	0	0	0
ENSMUSG00000034648	4	103	15	2	13	14	173	192	420
ENSMUSG00000034652	8	4	2	0	2	2	3	9	2
ENSMUSG00000034660	0	0	0	0	0	0	0	0	0
ENSMUSG00000034675	8281	9314	5580	9176	9764	6146	7798	8052	5055
ENSMUSG00000034677	0	0	0	0	0	0	0	0	0
ENSMUSG00000034683	0	0	0	0	0	0	0	0	0
ENSMUSG00000034689	0	0	0	0	0	0	0	0	0
ENSMUSG00000034764	15	14	13	12	9	0	0	0	2
ENSMUSG00000034774	0	0	0	0	0	0	0	0	0
ENSMUSG00000034783	0	0	0	0	0	0	0	0	0
ENSMUSG00000034813	11	9	11	11	4	4	6	0	47
ENSMUSG00000034829	0	0	0	0	0	0	0	0	0
ENSMUSG00000034833	0	0	0	0	0	0	0	0	0
ENSMUSG00000034845	3	4	7	0	0	2	0	6	18
ENSMUSG00000034871	0	0	0	0	0	0	0	0	0
ENSMUSG00000034891	0	0	0	0	0	0	0	0	0
ENSMUSG00000034912	0	0	1	7	0	1	3	6	10
ENSMUSG00000034913	0	0	0	0	0	0	0	0	0
ENSMUSG00000034918	0	2	0	0	0	0	0	0	0
ENSMUSG00000034919	0	0	0	0	0	0	0	0	0
ENSMUSG00000034923	0	0	0	0	0	0	0	0	0
ENSMUSG00000034987	0	2	0	0	0	0	0	0	0
ENSMUSG00000034990	19	16	7	4	3	17	0	5	16
ENSMUSG00000035031	0	0	0	0	0	0	0	0	0
ENSMUSG00000035041	6	29	2	11	8	26	10	5	0
ENSMUSG00000035129	0	0	0	0	0	0	0	0	0
ENSMUSG00000035148	0	0	0	0	0	0	0	0	0
ENSMUSG00000035191	0	0	0	0	0	0	0	0	0
ENSMUSG00000035200	2	2	0	1	0	3	0	2	0
ENSMUSG00000035201	0	0	0	0	0	0	0	0	0
ENSMUSG00000035238	0	0	0	0	0	0	0	2	0
ENSMUSG00000035258	74	593	61	133	189	452	48	142	24
ENSMUSG00000035277	0	6	0	0	0	3	5	6	11
ENSMUSG00000035285	99	110	106	97	88	105	149	106	66
ENSMUSG00000035296	0	54	26	0	0	4	130	135	78
ENSMUSG00000035337	1	0	0	0	0	1	0	0	0
ENSMUSG00000035352	0	0	0	0	0	2	0	0	0
ENSMUSG00000035355	2	0	0	0	0	0	0	0	0
ENSMUSG00000035371	0	0	0	0	0	0	0	0	0
ENSMUSG00000035383	0	0	0	0	0	0	0	0	0
ENSMUSG00000035387	0	0	0	0	0	0	0	0	0
ENSMUSG00000035390	605	577	387	713	659	395	561	603	596
ENSMUSG00000035395	0	0	0	0	0	0	0	0	0
ENSMUSG00000035420	0	0	0	0	0	0	0	0	0
ENSMUSG00000035427	0	0	0	0	0	0	0	0	0
ENSMUSG00000035429	0	0	0	0	0	0	0	0	0
ENSMUSG00000035431	1	0	0	0	0	0	0	0	0
ENSMUSG00000035439	1253	1140	770	1062	1107	519	1385	1204	1830
ENSMUSG00000035451	0	0	0	0	0	0	2	0	0
ENSMUSG00000035454	0	0	0	0	0	0	0	0	0
ENSMUSG00000035491	0	0	0	0	0	0	0	0	0
ENSMUSG00000035498	5	0	1	2	0	5	0	4	25
ENSMUSG00000035522	0	0	0	0	0	0	0	0	0
ENSMUSG00000035523	0	0	0	0	0	0	0	0	0
ENSMUSG00000035528	0	0	0	0	0	0	0	0	2
ENSMUSG00000035539	6	2	14	5	6	0	7	0	17
ENSMUSG00000035557	0	0	0	0	0	0	0	0	0
ENSMUSG00000035561	45	112	99	86	71	76	90	69	41
ENSMUSG00000035578	21	21	14	33	28	26	20	8	0
ENSMUSG00000035580	0	0	0	0	0	0	0	0	0
ENSMUSG00000035582	0	0	0	0	0	0	0	0	0
ENSMUSG00000035592	0	0	0	0	0	2	0	0	0
ENSMUSG00000035594	0	0	0	0	0	0	0	1	0
ENSMUSG00000035606	0	0	0	0	0	0	0	0	0
ENSMUSG00000035615	7	47	0	0	4	12	84	62	59
ENSMUSG00000035626	0	0	0	0	0	0	0	0	0
ENSMUSG00000035638	0	0	0	0	0	0	0	0	0
ENSMUSG00000035651	0	0	0	0	0	0	0	0	0
ENSMUSG00000035653	0	0	0	0	0	0	0	0	0
ENSMUSG00000035681	28	14	44	46	14	33	12	32	46
ENSMUSG00000035694	0	0	5	6	0	11	0	0	0
ENSMUSG00000035745	0	0	0	0	0	0	0	2	0
ENSMUSG00000035778	2892	3127	2553	3157	3159	2542	2637	2465	2605
ENSMUSG00000035780	0	0	0	0	0	0	0	0	0
ENSMUSG00000035785	0	0	0	0	0	0	0	0	0
ENSMUSG00000035804	0	0	0	0	0	0	0	0	0
ENSMUSG00000035811	0	0	0	0	2	0	0	0	0
ENSMUSG00000035831	0	0	0	0	0	0	0	0	0
ENSMUSG00000035836	0	0	0	0	0	0	0	0	0
ENSMUSG00000035860	0	0	0	0	2	0	0	0	0
ENSMUSG00000035875	2	0	0	2	0	8	0	6	8
ENSMUSG00000035896	0	0	0	0	0	0	0	0	0
ENSMUSG00000035923	0	0	0	0	0	1	5	15	0
ENSMUSG00000035930	0	0	0	0	0	0	0	0	0
ENSMUSG00000035932	0	0	0	0	0	0	0	0	0
ENSMUSG00000035946	0	0	0	0	0	0	0	0	0
ENSMUSG00000035948	7	23	67	48	36	47	11	14	3
ENSMUSG00000035963	0	0	0	0	0	0	0	0	0
ENSMUSG00000036013	0	0	0	0	0	0	0	0	0
ENSMUSG00000036027	0	0	0	0	0	0	0	0	0
ENSMUSG00000036040	4	12	7	1	15	2	68	38	18
ENSMUSG00000036045	0	0	0	0	0	0	0	0	0
ENSMUSG00000036054	1099	1305	818	1128	1142	789	1020	1276	1235
ENSMUSG00000036083	0	0	0	0	0	0	0	0	0
ENSMUSG00000036106	330	549	215	412	378	345	286	225	123
ENSMUSG00000036109	417	485	476	932	296	955	723	591	1163
ENSMUSG00000036110	0	0	0	0	0	0	0	0	0
ENSMUSG00000036131	1	0	0	0	0	6	0	2	11
ENSMUSG00000036139	170	204	135	210	176	130	210	141	158
ENSMUSG00000036144	568	783	611	592	945	1048	732	682	486
ENSMUSG00000036162	0	0	0	0	0	0	0	0	0
ENSMUSG00000036169	0	0	0	0	0	0	0	0	0
ENSMUSG00000036211	12	21	8	0	12	1	29	8	11
ENSMUSG00000036216	0	0	0	0	0	0	0	0	0
ENSMUSG00000036231	0	0	0	0	0	0	0	0	0
ENSMUSG00000036244	0	0	0	0	0	0	0	0	0
ENSMUSG00000036251	0	8	4	15	6	20	0	5	8
ENSMUSG00000036304	2	0	5	0	2	7	0	6	11
ENSMUSG00000036322	0	0	0	0	0	0	0	0	0
ENSMUSG00000036353	0	0	0	0	0	0	2	0	0
ENSMUSG00000036357	0	0	0	0	0	0	0	0	0
ENSMUSG00000036362	0	0	0	0	0	0	0	0	0
ENSMUSG00000036401	0	0	0	0	0	0	0	0	0
ENSMUSG00000036412	92	543	60	79	42	167	167	137	7
ENSMUSG00000036422	2	0	0	0	0	0	0	0	14
ENSMUSG00000036449	0	0	0	0	0	0	0	0	0
ENSMUSG00000036463	0	0	0	0	0	0	0	0	0
ENSMUSG00000036469	8	0	8	4	4	7	14	11	59
ENSMUSG00000036492	2	0	12	2	4	6	0	0	10
ENSMUSG00000036500	0	0	0	0	0	0	0	0	0
ENSMUSG00000036510	0	0	0	0	0	0	0	0	0
ENSMUSG00000036521	0	0	0	0	0	0	0	0	0
ENSMUSG00000036526	0	0	0	0	0	0	0	0	0
ENSMUSG00000036528	656	227	434	611	430	225	312	275	663
ENSMUSG00000036551	0	0	0	0	0	0	0	0	0
ENSMUSG00000036574	0	0	0	0	0	0	0	0	0
ENSMUSG00000036585	4	3	30	14	3	19	3	1	42
ENSMUSG00000036586	0	0	0	0	0	0	0	0	0
ENSMUSG00000036594	0	0	0	0	0	0	0	0	0
ENSMUSG00000036647	0	0	0	0	0	0	0	0	0
ENSMUSG00000036655	0	0	0	0	0	1	5	0	16
ENSMUSG00000036658	0	0	0	0	0	0	0	0	0
ENSMUSG00000036731	0	0	0	0	0	0	0	0	0
ENSMUSG00000036744	0	0	0	0	0	0	0	0	0
ENSMUSG00000036749	0	0	0	0	0	0	0	0	0
ENSMUSG00000036760	0	0	0	0	0	0	0	0	0
ENSMUSG00000036770	0	0	0	0	0	0	0	2	0
ENSMUSG00000036805	0	0	0	0	0	0	0	0	0
ENSMUSG00000036813	0	0	0	0	0	0	0	0	0
ENSMUSG00000036816	0	0	0	0	0	0	0	0	0
ENSMUSG00000036826	1	0	0	0	0	0	1	0	0
ENSMUSG00000036855	3	5	2	0	0	0	7	20	0
ENSMUSG00000036892	0	0	0	0	0	0	1	0	1
ENSMUSG00000036899	0	0	0	0	0	0	0	0	0
ENSMUSG00000036915	0	0	0	2	0	0	0	0	0
ENSMUSG00000036921	0	0	0	0	0	0	0	0	0
ENSMUSG00000036923	0	3	2	0	9	6	0	6	0
ENSMUSG00000036924	0	0	0	0	0	0	0	0	0
ENSMUSG00000036925	0	0	0	1	0	0	0	0	0
ENSMUSG00000036938	0	0	0	0	0	0	0	0	0
ENSMUSG00000036944	0	7	8	6	0	1	10	0	2
ENSMUSG00000036949	0	0	0	0	0	0	0	0	0
ENSMUSG00000036951	0	0	0	0	0	0	0	0	0
ENSMUSG00000036958	0	0	0	0	0	0	0	0	0
ENSMUSG00000036959	590	542	486	643	629	378	640	568	544
ENSMUSG00000036962	0	0	0	0	0	0	0	0	0
ENSMUSG00000037005	2	90	82	1	18	4	8	5	0
ENSMUSG00000037025	0	0	0	0	0	0	0	0	0
ENSMUSG00000037028	0	0	0	0	0	0	0	1	0
ENSMUSG00000037049	3698	3628	3381	4190	3973	2925	3220	3081	2316
ENSMUSG00000037053	0	0	0	0	0	0	0	0	0
ENSMUSG00000037064	0	0	0	0	0	0	0	0	0
ENSMUSG00000037095	2	20	76	8	8	35	11	17	2
ENSMUSG00000037096	0	0	0	0	0	0	0	0	0
