gene_id	ERR3721875	ERR3721871	ERR3721868	ERR3721876	ERR3721870	ERR3721873	ERR3721867	ERR3721874	ERR3721869	ERR3721872
ENSG00000131620	4	22	46	2	30	19	20	19	93	18
ENSG00000131626	325	361	347	323	437	341	150	301	384	249
ENSG00000131634	0	0	1	0	0	0	0	0	0	0
ENSG00000131650	7	38	16	18	11	17	3	0	18	8
ENSG00000131652	477	607	737	501	621	583	142	284	623	603
ENSG00000131653	849	1108	1149	732	1042	508	390	351	1024	656
ENSG00000131668	0	4	4	0	0	0	0	13	3	11
ENSG00000131669	536	340	380	473	318	274	124	186	368	385
ENSG00000131686	0	0	0	0	0	0	0	0	0	0
ENSG00000131697	117	76	109	105	106	99	43	3	72	72
ENSG00000131711	817	676	823	904	1023	1162	455	826	988	1170
ENSG00000131721	0	0	0	0	0	0	0	0	0	0
ENSG00000131724	982	1261	1143	1190	1278	1159	576	614	996	993
ENSG00000131725	86	152	160	135	172	200	108	170	121	94
ENSG00000131730	7	2	4	4	5	8	6	0	0	4
ENSG00000131732	170	190	305	225	282	223	134	122	233	182
ENSG00000131737	0	0	0	0	0	0	0	1	0	0
ENSG00000131738	0	0	0	0	0	0	0	0	0	0
ENSG00000131746	3292	4629	3624	4128	2889	3238	2204	3718	3594	2884
ENSG00000131747	907	741	1601	1126	843	1078	312	642	897	805
ENSG00000131748	553	517	448	454	492	432	240	465	379	503
ENSG00000131759	610	481	423	631	479	492	220	331	461	396
ENSG00000131771	26	6	5	0	4	0	0	0	0	11
ENSG00000131773	18	15	25	15	9	1	1	3	20	12
ENSG00000131778	390	480	553	365	607	373	219	297	405	426
ENSG00000131779	228	247	271	278	308	185	103	85	248	227
ENSG00000131781	114	104	167	49	336	132	115	84	123	135
ENSG00000131788	286	310	303	306	409	284	182	215	300	210
ENSG00000131791	141	224	251	240	354	211	106	210	228	272
ENSG00000131797	127	206	183	175	190	124	69	47	118	134
ENSG00000131808	0	0	0	0	0	0	0	0	0	0
ENSG00000131828	1088	1020	1214	1135	1215	822	477	798	1036	1022
ENSG00000131831	0	6	7	3	0	0	0	1	2	0
ENSG00000131844	550	651	891	652	732	847	266	603	691	745
ENSG00000131845	40	15	37	26	53	27	4	9	31	29
ENSG00000131848	58	62	64	71	59	5	46	28	60	39
ENSG00000131849	4	10	20	11	15	19	8	7	9	12
ENSG00000131864	0	0	0	0	0	0	0	0	0	0
ENSG00000131871	461	739	982	560	1006	598	347	361	986	867
ENSG00000131873	114	98	190	142	109	93	73	209	123	137
ENSG00000131876	413	637	1021	420	1023	268	444	247	801	693
ENSG00000131885	1	0	0	0	0	0	0	0	0	0
ENSG00000131899	375	179	189	442	244	331	114	318	168	302
ENSG00000131910	9	4	14	8	39	0	3	0	35	3
ENSG00000131914	0	0	0	0	0	0	0	0	0	0
ENSG00000131931	51	69	92	107	70	111	30	6	39	58
ENSG00000131941	1862	1519	1918	1772	2515	1665	1319	888	1812	1679
ENSG00000131943	270	488	435	321	448	275	217	174	392	330
ENSG00000131944	73	54	66	61	46	28	20	48	56	64
ENSG00000131951	0	0	0	0	0	6	0	0	0	0
ENSG00000131966	386	345	472	461	510	382	178	220	385	452
ENSG00000131969	24	33	9	9	9	31	0	36	10	17
ENSG00000131979	83	114	244	70	186	153	96	50	154	121
ENSG00000131981	1236	1765	2074	796	2597	700	628	462	2650	1201
ENSG00000131982	0	1	3	0	0	0	0	0	1	2
ENSG00000132000	0	0	1	0	2	0	0	0	1	2
ENSG00000132002	969	2341	1359	1502	2005	1022	1146	558	1916	1485
ENSG00000132003	14	22	28	44	38	18	21	0	27	34
ENSG00000132004	49	81	68	27	100	77	23	43	62	77
ENSG00000132005	288	195	155	313	231	211	198	84	158	160
ENSG00000132010	0	0	0	0	0	0	0	0	0	1
ENSG00000132016	3	4	5	0	9	0	11	0	0	7
ENSG00000132017	271	370	305	198	304	117	84	74	237	225
ENSG00000132024	456	412	497	375	576	300	165	188	459	403
ENSG00000132026	0	0	4	3	2	0	0	0	0	2
ENSG00000132031	60	11	37	94	27	14	28	22	31	31
ENSG00000132109	295	302	336	348	246	223	119	271	294	253
ENSG00000132122	21	17	23	34	46	24	3	6	29	22
ENSG00000132128	661	494	499	460	655	423	252	242	546	501
ENSG00000132141	34	17	41	39	66	26	31	0	27	49
ENSG00000132153	617	547	534	402	566	467	299	253	422	429
ENSG00000132155	811	929	962	671	1012	581	495	454	786	690
ENSG00000132164	0	0	0	0	0	0	0	0	0	0
ENSG00000132170	150	311	416	269	422	265	145	93	411	199
ENSG00000132182	478	500	631	498	603	482	336	258	436	433
ENSG00000132185	0	0	0	0	0	0	0	0	0	0
ENSG00000132196	48	114	112	81	98	60	42	39	95	49
ENSG00000132199	341	498	620	344	778	454	369	267	421	446
ENSG00000132204	29	26	28	40	34	23	19	1	15	37
ENSG00000132205	248	111	162	138	191	165	116	161	116	214
ENSG00000132207	0	0	0	0	0	0	0	0	0	0
ENSG00000132254	733	956	1180	806	1250	1063	595	528	949	801
ENSG00000132256	103	141	148	170	170	127	73	91	100	170
ENSG00000132259	0	3	5	1	0	0	0	0	2	0
ENSG00000132274	31	9	35	8	33	21	13	0	28	8
ENSG00000132275	165	204	196	207	250	261	131	92	179	157
ENSG00000132286	124	211	285	249	213	284	102	295	183	199
ENSG00000132294	223	266	336	223	294	262	139	478	258	218
ENSG00000132297	0	0	0	0	0	0	0	0	0	0
ENSG00000132300	511	538	695	588	634	576	248	357	478	607
ENSG00000132305	921	636	933	847	910	737	471	462	719	869
ENSG00000132313	335	332	464	372	372	400	148	196	336	418
ENSG00000132321	0	0	0	0	0	0	0	0	0	0
ENSG00000132323	167	148	191	86	198	153	105	67	173	204
ENSG00000132326	273	363	375	242	492	425	311	196	262	252
ENSG00000132329	0	0	0	0	0	0	0	0	8	0
ENSG00000132330	20	17	8	20	31	8	9	35	20	12
ENSG00000132334	97	129	85	82	79	52	71	53	98	50
ENSG00000132341	3049	2846	4310	3197	3232	2969	1650	1849	3341	3158
ENSG00000132356	322	379	515	312	603	343	330	591	362	230
ENSG00000132357	237	222	253	131	227	252	102	98	221	233
ENSG00000132359	718	418	296	593	577	590	290	302	431	467
ENSG00000132361	1593	1117	1403	1283	1216	1155	707	824	852	1068
ENSG00000132376	362	372	342	318	514	337	171	158	316	399
ENSG00000132382	894	572	662	718	740	852	368	521	476	626
ENSG00000132383	553	475	570	626	501	610	261	348	424	477
ENSG00000132386	133	68	57	131	121	83	17	25	45	121
ENSG00000132388	331	202	315	319	319	359	124	221	297	273
ENSG00000132394	201	155	220	173	237	235	103	78	167	170
ENSG00000132405	94	48	83	101	43	110	90	65	51	27
ENSG00000132406	60	61	85	47	97	35	48	42	68	67
ENSG00000132423	66	56	77	49	67	89	38	65	72	66
ENSG00000132424	865	943	1123	1194	1456	1095	674	720	759	975
ENSG00000132429	97	88	108	164	129	268	72	127	111	177
ENSG00000132432	249	373	516	271	614	468	302	332	452	547
ENSG00000132434	138	143	153	174	155	166	46	104	161	118
ENSG00000132436	108	72	123	66	105	106	53	105	49	43
ENSG00000132437	51	28	59	34	59	23	25	9	28	26
ENSG00000132446	0	0	0	0	0	0	0	0	0	0
ENSG00000132463	415	518	809	433	753	445	410	278	663	576
ENSG00000132464	0	3	0	0	3	0	0	0	0	3
ENSG00000132465	0	0	1	6	0	11	0	0	1	0
ENSG00000132466	290	394	440	466	423	489	237	359	305	280
ENSG00000132467	145	165	228	164	210	191	75	109	176	213
ENSG00000132470	7081	10825	9225	6802	9575	5532	4228	4843	10372	4850
ENSG00000132471	1894	1672	1670	1764	1982	1207	874	1134	1864	1430
ENSG00000132475	4597	4883	5984	4496	5884	4258	2607	2401	5399	6080
ENSG00000132478	552	425	497	515	596	655	260	395	311	409
ENSG00000132481	1132	1404	1353	930	1275	721	577	648	1486	1081
ENSG00000132485	233	265	436	251	371	218	173	487	295	298
ENSG00000132507	5428	6126	7917	5181	6157	4963	2845	3092	6901	6909
ENSG00000132510	692	982	714	849	948	601	481	890	876	550
ENSG00000132514	0	0	0	0	0	0	0	0	0	0
ENSG00000132517	24	9	5	17	14	0	8	15	2	4
ENSG00000132518	0	0	0	0	0	0	0	0	0	4
ENSG00000132522	19	37	31	58	46	16	8	55	27	24
ENSG00000132530	0	3	5	0	1	0	0	0	4	6
ENSG00000132535	163	87	71	220	95	123	29	167	29	143
ENSG00000132541	122	104	219	110	167	74	91	22	115	173
ENSG00000132549	210	160	206	274	253	297	98	142	174	145
ENSG00000132554	5	2	15	0	10	0	7	0	2	0
ENSG00000132561	186	61	65	82	98	237	40	77	97	133
ENSG00000132563	21	12	2	32	1	18	8	21	6	22
ENSG00000132570	83	79	128	80	133	109	87	104	100	62
ENSG00000132581	350	413	484	378	464	330	180	158	405	466
ENSG00000132589	1438	978	1152	1338	992	1200	515	768	846	1161
ENSG00000132591	704	519	676	592	600	567	382	458	533	738
ENSG00000132600	232	233	280	184	298	192	100	150	230	247
ENSG00000132603	251	259	447	190	332	207	192	201	322	326
ENSG00000132604	124	226	230	275	247	289	122	150	192	265
ENSG00000132612	630	781	848	537	871	600	333	339	787	778
ENSG00000132613	119	102	102	87	109	135	49	148	99	102
ENSG00000132622	31	8	6	18	2	17	6	0	11	26
ENSG00000132623	162	107	202	175	174	223	66	185	129	189
ENSG00000132631	0	0	0	0	0	0	0	0	0	0
ENSG00000132635	1425	1134	1040	1364	1129	1071	406	960	572	1065
ENSG00000132639	312	190	362	379	303	470	169	346	131	372
ENSG00000132640	121	146	155	122	123	147	106	153	122	151
ENSG00000132646	1437	1372	2169	1362	1342	1735	410	737	1319	2306
ENSG00000132661	430	770	889	289	731	359	388	154	862	338
ENSG00000132664	98	306	341	81	296	114	246	94	299	145
ENSG00000132669	227	686	780	341	917	291	459	187	718	321
ENSG00000132670	996	770	720	953	942	895	413	335	706	817
ENSG00000132671	0	0	0	0	0	0	0	0	0	0
ENSG00000132676	735	732	1023	730	989	749	548	362	933	780
ENSG00000132677	0	0	0	0	0	0	0	0	0	0
ENSG00000132680	421	527	685	574	768	577	319	517	445	569
ENSG00000132681	0	0	1	0	0	0	0	0	0	0
ENSG00000132688	81	35	35	66	36	54	27	16	23	63
ENSG00000132692	33	20	27	17	33	43	21	11	13	17
ENSG00000132693	8	0	0	0	1	5	0	0	0	0
ENSG00000132694	600	583	529	569	601	578	321	558	457	365
ENSG00000132698	0	2	2	0	4	0	0	1	2	0
ENSG00000132702	0	1	5	17	13	11	4	15	0	8
ENSG00000132703	0	0	0	0	0	0	0	0	0	0
ENSG00000132704	0	0	0	0	0	0	0	0	0	0
ENSG00000132716	572	790	717	569	1001	703	278	471	550	661
ENSG00000132718	1	3	4	7	5	5	1	0	0	6
ENSG00000132740	106	224	175	114	250	93	101	165	155	166
ENSG00000132744	137	174	147	128	147	154	35	53	124	143
ENSG00000132746	0	0	0	0	0	0	0	0	0	0
ENSG00000132749	67	75	109	55	83	52	76	42	52	67
ENSG00000132763	28	49	89	30	64	41	13	60	62	64
ENSG00000132768	280	190	311	205	230	215	104	68	244	275
ENSG00000132773	69	118	108	78	99	124	48	18	132	70
ENSG00000132780	463	644	837	438	707	472	343	315	543	577
ENSG00000132781	191	162	167	90	155	111	74	70	96	130
ENSG00000132792	222	261	373	192	375	192	168	83	344	333
ENSG00000132793	717	707	613	695	911	415	369	331	455	359
ENSG00000132801	13	15	19	13	14	54	14	35	27	24
ENSG00000132819	140	136	141	105	117	171	68	80	105	87
ENSG00000132821	1037	1223	965	1129	1737	812	669	399	1295	739
ENSG00000132823	266	342	423	288	430	237	199	165	431	360
ENSG00000132824	754	870	1111	804	1070	873	526	501	853	858
ENSG00000132825	23	32	61	30	61	22	26	41	40	39
ENSG00000132832	0	0	0	0	0	0	0	0	0	0
ENSG00000132837	0	1	0	5	2	0	0	0	0	0
ENSG00000132840	0	0	0	0	0	0	0	0	0	0
ENSG00000132842	358	415	598	394	510	597	179	267	496	485
ENSG00000132846	192	125	144	251	148	262	97	254	108	116
ENSG00000132849	237	388	373	231	504	315	240	173	336	296
ENSG00000132854	0	1	0	0	0	0	0	4	1	1
ENSG00000132855	0	0	5	0	0	0	9	0	0	2
ENSG00000132872	0	0	0	0	0	0	0	0	0	0
ENSG00000132874	0	0	0	0	2	0	0	0	0	0
ENSG00000132879	426	263	220	408	259	300	107	267	132	405
ENSG00000132881	10	7	4	17	10	18	17	0	5	7
ENSG00000132906	219	143	211	175	190	195	89	55	197	209
ENSG00000132911	0	0	0	0	0	0	0	0	0	0
ENSG00000132912	121	255	330	225	379	221	138	235	277	312
ENSG00000132915	10	2	2	2	4	0	11	0	2	2
ENSG00000132932	0	0	1	0	0	0	0	0	0	0
ENSG00000132938	0	0	0	0	0	0	0	0	0	0
ENSG00000132950	55	93	102	101	96	57	42	29	87	69
ENSG00000132952	114	256	345	244	372	230	193	223	297	195
ENSG00000132953	138	161	180	93	204	130	44	94	112	122
ENSG00000132958	0	0	0	0	1	0	0	0	0	0
ENSG00000132963	294	522	766	434	706	404	174	232	668	651
ENSG00000132964	75	71	105	65	118	93	39	68	84	96
ENSG00000132965	0	24	4	34	5	30	4	8	14	9
ENSG00000132967	58	41	68	33	55	60	10	13	37	36
ENSG00000132970	0	0	0	3	0	0	1	0	0	0
ENSG00000132972	0	0	0	0	0	0	0	0	0	0
ENSG00000132975	0	0	0	0	0	0	0	0	0	0
ENSG00000133019	0	8	8	0	4	0	0	0	4	5
ENSG00000133020	0	0	0	0	0	0	0	0	0	0
ENSG00000133026	331	256	247	339	226	287	69	275	189	390
ENSG00000133027	298	253	203	258	164	227	90	99	168	257
ENSG00000133028	417	239	342	393	310	368	139	200	208	365
ENSG00000133030	2213	1823	1740	2176	2290	1834	1075	1311	1866	1673
ENSG00000133048	0	1	0	0	0	0	0	0	0	0
ENSG00000133055	7	0	0	0	1	0	0	0	0	0
ENSG00000133056	391	528	467	312	559	405	299	291	366	346
ENSG00000133059	114	99	116	137	133	154	78	113	94	142
ENSG00000133063	0	0	0	0	0	0	0	0	0	0
ENSG00000133065	229	94	113	213	120	160	64	153	82	124
ENSG00000133067	231	208	149	125	173	97	137	65	73	201
ENSG00000133069	53	18	18	37	5	0	0	13	12	36
ENSG00000133083	22	58	52	13	26	18	11	43	20	13
ENSG00000133101	0	0	0	0	0	0	0	0	0	0
ENSG00000133103	134	151	151	82	203	196	89	34	139	164
ENSG00000133104	88	98	117	189	115	135	103	68	79	123
ENSG00000133105	0	0	0	0	0	0	0	0	0	0
ENSG00000133106	12	12	32	5	23	17	16	34	7	15
ENSG00000133107	0	0	1	2	1	0	0	0	1	2
ENSG00000133110	9	14	10	39	16	4	7	6	10	12
ENSG00000133111	18	14	20	42	28	38	29	18	3	27
ENSG00000133112	7839	14217	18598	7715	19165	10132	4261	3038	15176	16436
ENSG00000133114	74	138	121	156	105	115	92	103	93	109
ENSG00000133115	0	0	0	0	0	0	0	0	0	0
ENSG00000133116	0	0	0	0	0	0	0	0	0	0
ENSG00000133119	153	103	219	65	108	117	29	122	80	171
ENSG00000133121	25	15	31	46	44	67	11	49	24	40
ENSG00000133124	0	0	0	0	0	0	0	0	0	0
ENSG00000133131	436	583	844	617	645	601	277	236	671	684
ENSG00000133134	0	16	11	13	25	0	5	3	22	11
ENSG00000133135	33	41	142	33	161	14	106	80	66	72
ENSG00000133136	0	6	4	0	1	1	4	0	1	0
ENSG00000133138	57	40	99	53	79	66	23	27	64	44
ENSG00000133142	1038	729	838	1087	743	1160	306	575	634	893
ENSG00000133169	0	0	0	0	0	0	0	0	0	0
ENSG00000133193	134	141	164	214	169	209	52	104	119	149
ENSG00000133195	386	257	322	322	523	337	203	225	315	429
ENSG00000133216	819	654	629	802	404	605	283	656	558	667
ENSG00000133226	541	516	521	658	519	574	358	548	335	367
ENSG00000133243	1268	1328	1171	832	1216	866	578	622	1169	1011
ENSG00000133246	13	2	8	0	1	0	0	0	1	2
ENSG00000133247	550	404	364	370	499	189	222	199	300	345
ENSG00000133250	145	150	173	146	214	149	50	143	176	148
ENSG00000133256	0	0	0	0	0	0	0	0	0	0
ENSG00000133265	905	874	1084	714	995	672	493	471	919	1002
ENSG00000133275	846	862	958	826	1138	656	478	593	953	723
ENSG00000133302	27	36	102	43	99	58	17	49	49	56
ENSG00000133313	668	663	831	452	839	524	369	147	620	569
ENSG00000133315	292	141	141	143	215	151	130	164	157	238
ENSG00000133316	251	203	300	228	258	191	121	196	283	219
ENSG00000133317	0	2	1	0	2	0	3	0	1	7
ENSG00000133318	1238	1813	1845	1304	2062	1308	765	777	1794	1769
ENSG00000133321	73	80	152	36	251	73	75	0	202	79
ENSG00000133328	8	22	9	7	22	6	6	0	12	14
ENSG00000133392	5	3	5	15	10	6	0	0	9	8
ENSG00000133393	290	178	396	196	271	360	147	274	206	248
ENSG00000133398	340	313	473	298	412	252	129	216	417	370
ENSG00000133401	7	7	25	9	20	20	12	4	0	14
ENSG00000133422	472	354	316	424	437	277	159	160	262	341
ENSG00000133424	109	178	217	100	265	207	127	69	182	123
ENSG00000133433	0	0	0	0	0	0	0	0	0	0
ENSG00000133454	0	2	0	0	0	0	0	0	0	1
ENSG00000133460	69	49	72	63	72	47	39	49	60	81
ENSG00000133466	1682	855	814	1542	941	1338	550	985	662	1111
ENSG00000133475	6	0	0	3	2	1	0	0	0	1
ENSG00000133477	3	0	2	8	2	0	0	0	5	0
ENSG00000133488	111	43	67	119	55	47	71	47	41	75
ENSG00000133519	123	63	62	34	126	72	35	83	59	57
ENSG00000133561	0	0	0	0	0	0	0	0	0	0
ENSG00000133574	0	0	0	0	0	0	0	0	0	0
ENSG00000133597	147	188	188	181	177	114	128	80	210	161
ENSG00000133606	488	698	922	577	1136	560	368	326	752	808
ENSG00000133612	395	620	487	528	659	294	254	313	514	427
ENSG00000133619	109	31	28	88	54	93	9	97	18	54
ENSG00000133624	179	220	143	127	171	109	139	138	147	149
ENSG00000133627	34	57	72	61	63	58	15	66	34	47
ENSG00000133636	540	376	617	967	1193	867	282	539	260	1071
ENSG00000133639	1507	2543	2769	1310	2796	992	1274	930	2852	2421
ENSG00000133640	36	28	29	25	39	47	0	4	10	35
ENSG00000133641	55	108	145	88	181	124	103	80	133	173
ENSG00000133657	218	198	337	229	343	269	138	376	196	324
ENSG00000133661	8	15	24	7	10	14	13	0	2	5
ENSG00000133665	0	0	3	0	2	0	0	0	0	0
ENSG00000133678	224	299	257	232	281	232	70	79	186	201
ENSG00000133687	4	9	17	23	9	7	5	2	8	12
ENSG00000133703	404	518	684	285	744	398	352	310	620	442
ENSG00000133704	189	286	436	237	500	283	124	260	320	268
ENSG00000133706	588	733	876	577	841	560	358	471	612	638
ENSG00000133710	0	5	8	0	5	0	7	0	2	4
ENSG00000133731	105	49	108	58	106	67	92	101	85	101
ENSG00000133739	18	31	74	37	60	83	25	42	54	45
ENSG00000133740	139	136	112	96	106	187	48	70	91	85
ENSG00000133742	0	0	0	0	0	0	0	0	0	0
ENSG00000133773	265	265	373	235	305	239	124	132	189	256
ENSG00000133789	222	365	485	245	499	242	223	236	450	309
ENSG00000133794	118	156	170	131	139	75	81	72	152	108
ENSG00000133800	0	0	0	0	0	0	0	0	0	0
ENSG00000133805	51	28	26	39	57	20	17	24	34	36
ENSG00000133812	196	266	261	187	255	155	144	94	250	220
ENSG00000133816	112	361	352	298	326	189	141	208	307	170
ENSG00000133818	146	179	244	125	191	80	64	39	261	122
ENSG00000133835	515	387	658	452	586	612	173	222	510	541
ENSG00000133858	345	580	691	543	775	682	228	621	544	576
ENSG00000133863	10	12	17	11	6	18	0	13	2	5
ENSG00000133872	1166	1063	1134	1322	1261	1041	638	630	868	1081
ENSG00000133874	68	87	93	122	74	61	54	31	75	98
ENSG00000133878	17	3	4	0	0	0	0	0	1	1
ENSG00000133884	393	316	395	408	343	403	216	307	306	324
ENSG00000133895	674	499	436	584	392	357	236	600	318	308
ENSG00000133935	384	735	890	442	793	499	323	425	815	523
ENSG00000133937	0	0	0	0	0	0	0	0	0	2
ENSG00000133943	342	341	366	317	377	472	164	343	241	324
ENSG00000133958	0	0	2	0	1	1	0	0	3	0
ENSG00000133961	853	783	893	705	1102	747	593	552	744	691
ENSG00000133962	117	145	363	130	520	157	61	27	185	115
ENSG00000133980	0	0	0	0	0	0	0	0	0	0
ENSG00000133983	45	72	116	46	98	59	29	105	64	73
ENSG00000133985	231	482	320	349	309	258	132	112	367	293
ENSG00000133997	167	240	264	128	279	236	53	46	211	239
ENSG00000134001	560	526	887	561	670	656	313	367	657	647
ENSG00000134007	0	2	0	0	1	0	6	0	0	0
ENSG00000134013	343	985	641	788	473	289	469	638	604	434
ENSG00000134014	277	212	295	249	268	220	151	127	260	218
ENSG00000134020	3	0	1	0	3	7	0	0	0	2
ENSG00000134028	0	0	0	0	0	0	0	0	0	0
ENSG00000134030	261	112	170	183	155	121	132	63	140	169
ENSG00000134042	0	1	4	0	5	0	0	0	1	5
ENSG00000134046	592	810	924	727	888	841	373	544	894	666
ENSG00000134049	17	61	227	15	154	92	111	105	71	125
ENSG00000134056	165	244	370	165	321	126	88	47	383	253
ENSG00000134057	374	500	990	358	535	471	155	249	637	478
ENSG00000134058	335	267	418	258	461	296	198	206	393	407
ENSG00000134061	0	0	3	8	0	10	0	0	0	0
ENSG00000134070	245	250	331	251	321	163	153	150	317	209
ENSG00000134072	24	22	19	1	8	2	11	0	9	15
ENSG00000134077	352	374	381	322	403	361	180	315	368	360
ENSG00000134086	211	235	195	244	262	192	124	161	188	249
ENSG00000134107	4416	6923	5865	5206	7039	4338	4766	4518	5865	4012
ENSG00000134108	252	474	643	296	457	428	170	344	429	397
ENSG00000134109	249	382	454	374	563	301	323	262	430	294
ENSG00000134115	0	0	0	0	0	0	0	0	0	0
ENSG00000134121	66	25	53	91	75	151	42	74	17	97
ENSG00000134138	39	85	140	53	166	46	64	108	99	48
ENSG00000134146	53	61	55	26	54	48	20	69	51	82
ENSG00000134152	215	256	415	143	368	187	199	114	246	245
ENSG00000134153	729	873	1194	624	1276	534	506	343	1014	1068
ENSG00000134160	0	0	1	0	0	0	0	0	0	0
ENSG00000134183	0	0	0	0	0	0	0	0	0	0
ENSG00000134184	0	0	0	0	0	0	0	0	0	1
ENSG00000134186	283	316	377	465	492	517	219	310	293	310
ENSG00000134193	61	80	80	34	560	38	41	186	138	54
ENSG00000134198	0	0	0	0	3	0	0	0	5	4
ENSG00000134200	0	0	0	0	0	0	0	0	0	0
ENSG00000134201	0	0	0	0	0	0	1	0	0	0
ENSG00000134202	61	27	32	63	42	53	27	12	32	68
ENSG00000134207	0	0	0	0	0	0	0	0	0	0
ENSG00000134215	83	41	94	105	76	158	55	129	46	90
ENSG00000134216	0	0	0	0	0	0	0	0	0	0
ENSG00000134222	108	119	145	84	134	99	103	98	80	89
ENSG00000134240	0	10	4	0	37	1	0	11	3	2
ENSG00000134242	9	44	47	2	69	9	12	0	16	6
ENSG00000134243	346	350	258	316	331	263	147	119	313	324
ENSG00000134245	48	29	30	29	43	27	15	8	16	11
ENSG00000134247	610	515	570	660	516	566	218	603	411	564
ENSG00000134248	554	726	1245	523	1033	539	335	384	961	868
ENSG00000134249	0	0	0	0	0	0	0	0	0	0
ENSG00000134250	267	331	304	388	447	364	194	314	277	295
ENSG00000134253	39	84	44	50	64	66	19	60	53	50
ENSG00000134255	22	68	113	64	104	90	44	79	64	60
ENSG00000134256	0	7	11	8	8	19	5	10	4	2
ENSG00000134258	23	40	24	18	77	16	13	26	56	20
ENSG00000134259	0	1	1	0	1	0	0	0	0	1
ENSG00000134262	17	146	179	91	246	47	76	24	116	146
ENSG00000134265	117	133	246	93	217	151	76	44	132	145
ENSG00000134278	109	137	179	97	149	71	47	48	144	81
ENSG00000134283	270	519	577	312	723	454	415	330	583	482
ENSG00000134285	375	286	417	329	482	367	168	310	287	388
ENSG00000134287	817	1072	1192	858	1148	866	515	772	1139	849
ENSG00000134291	677	666	829	612	747	477	377	257	641	578
ENSG00000134294	606	1545	1761	1074	1764	1187	733	837	1555	1405
ENSG00000134297	30	68	48	58	60	35	28	32	64	41
ENSG00000134308	1343	990	1729	1500	1690	1746	640	1509	1300	2403
ENSG00000134313	479	212	318	357	283	476	134	402	233	414
ENSG00000134317	38	39	45	12	82	9	47	29	32	35
ENSG00000134318	405	360	414	458	403	500	197	421	338	531
ENSG00000134321	11	2	0	2	9	9	0	0	8	3
ENSG00000134323	19	9	9	1	1	3	10	0	0	8
ENSG00000134324	146	226	235	83	278	146	212	173	209	129
ENSG00000134326	4	5	10	10	8	0	4	0	2	14
ENSG00000134330	694	502	488	610	575	714	211	396	589	809
ENSG00000134333	9789	15889	17689	11082	16588	10064	7907	7575	16456	14650
ENSG00000134339	0	0	6	0	2	0	0	0	2	0
ENSG00000134343	13	0	1	1	5	0	0	0	1	0
ENSG00000134352	342	443	1013	385	725	608	325	574	485	729
ENSG00000134363	255	264	381	253	276	196	218	215	208	285
ENSG00000134365	0	3	0	0	0	0	0	0	0	0
ENSG00000134369	424	386	317	651	438	328	227	437	288	401
ENSG00000134371	133	152	227	152	213	122	142	156	171	180
ENSG00000134375	261	284	483	238	426	268	187	207	330	397
ENSG00000134376	0	7	28	4	14	1	10	3	13	12
ENSG00000134389	0	0	0	0	0	0	0	0	0	0
ENSG00000134398	0	0	9	1	21	0	3	0	12	4
ENSG00000134419	2561	2956	3366	2350	3004	2330	1520	633	2841	3546
ENSG00000134438	0	0	0	0	0	0	0	0	0	0
ENSG00000134440	699	800	1258	804	1039	943	550	526	957	982
ENSG00000134443	0	0	0	0	0	0	0	0	0	0
ENSG00000134444	125	228	213	164	311	273	48	100	213	204
ENSG00000134452	234	262	295	319	296	388	154	160	259	135
ENSG00000134453	416	660	784	520	785	488	354	368	663	750
ENSG00000134460	0	0	0	0	0	0	0	0	0	0
ENSG00000134461	105	72	127	106	103	52	62	32	90	69
ENSG00000134463	38	43	42	46	48	85	31	30	42	48
ENSG00000134470	0	18	43	23	36	3	24	0	53	11
ENSG00000134480	204	247	275	216	316	270	119	160	291	325
ENSG00000134489	0	0	2	0	0	0	0	0	0	0
ENSG00000134490	22	49	58	31	34	66	29	15	51	29
ENSG00000134504	207	178	220	212	231	171	97	157	209	156
ENSG00000134508	149	171	188	198	238	135	118	113	157	123
ENSG00000134516	30	0	8	5	7	19	0	44	0	24
ENSG00000134531	83	137	143	106	209	69	59	49	219	116
ENSG00000134532	0	2	1	0	0	0	0	7	1	0
ENSG00000134533	35	47	75	35	126	32	49	36	55	56
ENSG00000134538	15	61	61	27	69	48	15	6	42	44
ENSG00000134539	0	0	0	0	0	0	0	0	0	15
ENSG00000134545	0	0	2	0	0	0	0	0	0	0
ENSG00000134548	289	136	270	282	192	366	123	316	87	350
ENSG00000134551	0	0	0	1	4	0	0	0	0	3
ENSG00000134569	122	323	270	146	361	77	244	87	212	115
ENSG00000134571	2	5	0	0	5	0	0	0	2	1
ENSG00000134574	512	530	529	437	492	347	320	261	410	384
ENSG00000134575	380	531	441	479	418	305	186	312	398	425
ENSG00000134588	0	0	0	0	0	0	0	0	0	0
ENSG00000134590	2738	2338	1712	2545	2251	2365	969	2021	2041	2100
ENSG00000134594	2	0	0	7	9	0	0	0	4	2
ENSG00000134595	0	0	0	0	0	0	0	0	0	0
ENSG00000134597	235	244	309	248	331	312	116	129	323	276
ENSG00000134602	32	55	74	30	64	28	57	67	51	11
ENSG00000134612	0	0	0	0	0	0	0	0	0	0
ENSG00000134627	23	88	87	23	95	17	19	29	88	32
ENSG00000134640	0	0	0	0	0	0	0	0	0	0
ENSG00000134644	395	440	644	498	631	643	378	349	524	517
ENSG00000134668	14	26	20	14	29	39	5	29	8	22
ENSG00000134684	307	471	573	343	546	305	196	208	461	370
ENSG00000134686	1014	1429	1242	1143	1360	791	629	572	1300	826
